temporal_sample_id,project_id,target,s_delta,Delta_Pred,Error_Type
MH-001_21.175133_78.920277,MH-001,0,0.027979737,0,TN
MH-001_21.175133_78.921355,MH-001,0,0.12388198,1,FP
MH-001_21.175133_78.923241,MH-001,0,0.046569724,0,TN
MH-001_21.175133_78.92378,MH-001,0,0.039523248,0,TN
MH-001_21.175133_78.924588,MH-001,0,0.00924312,0,TN
MH-001_21.175133_78.924858,MH-001,0,0.012617747,0,TN
MH-001_21.175133_78.925127,MH-001,0,0.014222599,0,TN
MH-001_21.175133_78.925666,MH-001,0,0.020586666,0,TN
MH-001_21.175133_78.925936,MH-001,0,0.033075415,0,TN
MH-001_21.175133_78.926205,MH-001,0,0.051002994,0,TN
MH-001_21.174863_78.916504,MH-001,1,0.04956222,0,FN
MH-001_21.174863_78.916773,MH-001,0,0.016291821,0,TN
MH-001_21.174863_78.917043,MH-001,1,0.010910763,0,FN
MH-001_21.174863_78.917312,MH-001,1,0.016313883,0,FN
MH-001_21.174863_78.917582,MH-001,0,0.013491617,0,TN
MH-001_21.174863_78.917851,MH-001,0,0.018812247,0,TN
MH-001_21.174863_78.918121,MH-001,0,0.021205919,0,TN
MH-001_21.174863_78.921085,MH-001,0,0.07824118,0,TN
MH-001_21.174863_78.921355,MH-001,0,0.05477359,0,TN
MH-001_21.174863_78.921624,MH-001,0,0.055622973,0,TN
MH-001_21.174863_78.921894,MH-001,0,0.09327908,0,TN
MH-001_21.174863_78.92378,MH-001,0,0.05485361,0,TN
MH-001_21.174863_78.924049,MH-001,0,0.024596134,0,TN
MH-001_21.174863_78.925666,MH-001,0,0.008851755,0,TN
MH-001_21.174594_78.916234,MH-001,0,0.06700489,0,TN
MH-001_21.174594_78.916504,MH-001,1,0.03983304,0,FN
MH-001_21.174594_78.917312,MH-001,0,0.014222199,0,TN
MH-001_21.174594_78.917582,MH-001,0,0.012352489,0,TN
MH-001_21.174594_78.917851,MH-001,0,0.020424273,0,TN
MH-001_21.174594_78.91866,MH-001,0,0.0562798,0,TN
MH-001_21.174594_78.920277,MH-001,0,0.035690997,0,TN
MH-001_21.174594_78.920546,MH-001,0,0.020854332,0,TN
MH-001_21.174594_78.920816,MH-001,1,0.026251514,0,FN
MH-001_21.174594_78.921085,MH-001,0,0.020777754,0,TN
MH-001_21.174594_78.921355,MH-001,0,0.014045437,0,TN
MH-001_21.174594_78.921624,MH-001,0,0.009276735,0,TN
MH-001_21.174594_78.921894,MH-001,0,0.009023021,0,TN
MH-001_21.174594_78.922163,MH-001,0,0.01121416,0,TN
MH-001_21.174594_78.922433,MH-001,0,0.006064698,0,TN
MH-001_21.174594_78.923241,MH-001,0,0.032924972,0,TN
MH-001_21.174594_78.92351,MH-001,0,0.041384116,0,TN
MH-001_21.174594_78.925397,MH-001,0,0.011144724,0,TN
MH-001_21.174594_78.925666,MH-001,0,0.016640468,0,TN
MH-001_21.174594_78.925936,MH-001,0,0.033896375,0,TN
MH-001_21.174594_78.926205,MH-001,0,0.03396606,0,TN
MH-001_21.174594_78.926475,MH-001,0,0.08184754,0,TN
MH-001_21.174324_78.917043,MH-001,0,0.010723729,0,TN
MH-001_21.174324_78.917312,MH-001,0,0.008366181,0,TN
MH-001_21.174324_78.917582,MH-001,0,0.00832554,0,TN
MH-001_21.174324_78.917851,MH-001,0,0.00832003,0,TN
MH-001_21.174324_78.918121,MH-001,0,0.018118251,0,TN
MH-001_21.174324_78.91839,MH-001,0,0.03959672,0,TN
MH-001_21.174324_78.918929,MH-001,0,0.06473373,0,TN
MH-001_21.174324_78.919738,MH-001,0,0.069073774,0,TN
MH-001_21.174324_78.920007,MH-001,0,0.04547426,0,TN
MH-001_21.174324_78.920277,MH-001,0,0.026645297,0,TN
MH-001_21.174324_78.920546,MH-001,1,0.024011662,0,FN
MH-001_21.174324_78.920816,MH-001,1,0.018992027,0,FN
MH-001_21.174324_78.921085,MH-001,1,0.018033873,0,FN
MH-001_21.174324_78.921355,MH-001,1,0.00782946,0,FN
MH-001_21.174324_78.921624,MH-001,1,0.0056617847,0,FN
MH-001_21.174324_78.921894,MH-001,0,0.0043213037,0,TN
MH-001_21.174324_78.922163,MH-001,0,0.009241077,0,TN
MH-001_21.174324_78.922433,MH-001,0,0.0120573975,0,TN
MH-001_21.174324_78.922702,MH-001,0,0.022968808,0,TN
MH-001_21.174324_78.922972,MH-001,0,0.030894885,0,TN
MH-001_21.174324_78.924588,MH-001,0,0.009773445,0,TN
MH-001_21.174324_78.924858,MH-001,0,0.010434254,0,TN
MH-001_21.174324_78.925127,MH-001,0,0.008121463,0,TN
MH-001_21.174324_78.925397,MH-001,0,0.00803027,0,TN
MH-001_21.174324_78.925666,MH-001,0,0.008719859,0,TN
MH-001_21.174324_78.925936,MH-001,0,0.02411795,0,TN
MH-001_21.174324_78.926205,MH-001,0,0.039495252,0,TN
MH-001_21.174324_78.926475,MH-001,0,0.23475504,1,FP
MH-001_21.174055_78.917312,MH-001,1,0.009036901,0,FN
MH-001_21.174055_78.917851,MH-001,0,0.0072123786,0,TN
MH-001_21.174055_78.918121,MH-001,0,0.011788698,0,TN
MH-001_21.174055_78.91839,MH-001,0,0.027812473,0,TN
MH-001_21.174055_78.919738,MH-001,0,0.028030772,0,TN
MH-001_21.174055_78.920007,MH-001,0,0.021986978,0,TN
MH-001_21.174055_78.920277,MH-001,0,0.014145768,0,TN
MH-001_21.174055_78.920546,MH-001,0,0.011610558,0,TN
MH-001_21.174055_78.920816,MH-001,0,0.011715702,0,TN
MH-001_21.174055_78.921085,MH-001,0,0.008228584,0,TN
MH-001_21.174055_78.921355,MH-001,0,0.006325987,0,TN
MH-001_21.174055_78.921624,MH-001,0,0.0036610551,0,TN
MH-001_21.174055_78.921894,MH-001,0,0.0038401154,0,TN
MH-001_21.174055_78.922163,MH-001,0,0.0069827815,0,TN
MH-001_21.174055_78.922433,MH-001,0,0.011589307,0,TN
MH-001_21.174055_78.922702,MH-001,0,0.025435794,0,TN
MH-001_21.174055_78.922972,MH-001,0,0.038986377,0,TN
MH-001_21.174055_78.924049,MH-001,0,0.042746525,0,TN
MH-001_21.174055_78.924319,MH-001,0,0.02201152,0,TN
MH-001_21.174055_78.924588,MH-001,0,0.012720391,0,TN
MH-001_21.174055_78.924858,MH-001,0,0.012095194,0,TN
MH-001_21.174055_78.925127,MH-001,0,0.013520678,0,TN
MH-001_21.174055_78.925397,MH-001,0,0.016507069,0,TN
MH-001_21.174055_78.925666,MH-001,0,0.022901025,0,TN
MH-001_21.174055_78.925936,MH-001,0,0.03985096,0,TN
MH-001_21.174055_78.926205,MH-001,0,0.066640235,0,TN
MH-001_21.174055_78.926475,MH-001,0,0.3136064,1,FP
MH-001_21.173785_78.917582,MH-001,0,0.010437637,0,TN
MH-001_21.173785_78.917851,MH-001,0,0.008012983,0,TN
MH-001_21.173785_78.918121,MH-001,0,0.013619445,0,TN
MH-001_21.173785_78.920546,MH-001,0,0.002478987,0,TN
MH-001_21.173785_78.921085,MH-001,0,0.001291813,0,TN
MH-001_21.173785_78.921355,MH-001,0,0.0017692146,0,TN
MH-001_21.173785_78.921624,MH-001,0,0.001589107,0,TN
MH-001_21.173785_78.921894,MH-001,0,0.0025046482,0,TN
MH-001_21.173785_78.922163,MH-001,0,0.006125173,0,TN
MH-001_21.173785_78.922433,MH-001,0,0.016824843,0,TN
MH-001_21.173785_78.922702,MH-001,0,0.039388955,0,TN
MH-001_21.173785_78.922972,MH-001,0,0.07050973,0,TN
MH-001_21.173785_78.923241,MH-001,0,0.14320002,1,FP
MH-001_21.173785_78.92351,MH-001,0,0.17018525,1,FP
MH-001_21.173785_78.92378,MH-001,0,0.13356446,1,FP
MH-001_21.173785_78.924049,MH-001,0,0.07836909,0,TN
MH-001_21.173785_78.924319,MH-001,0,0.0414678,0,TN
MH-001_21.173785_78.924588,MH-001,0,0.012749623,0,TN
MH-001_21.173785_78.924858,MH-001,1,0.014210984,0,FN
MH-001_21.173785_78.925127,MH-001,0,0.011024649,0,TN
MH-001_21.173785_78.925397,MH-001,0,0.017816542,0,TN
MH-001_21.173785_78.925666,MH-001,0,0.01735107,0,TN
MH-001_21.173785_78.925936,MH-001,0,0.021174448,0,TN
MH-001_21.173785_78.926205,MH-001,0,0.0470667,0,TN
MH-001_21.173785_78.926475,MH-001,0,0.253506,1,FP
MH-002_19.609639_80.376356,MH-002,0,0.027193446,0,TN
MH-002_19.609369_80.376625,MH-002,0,0.0341738,0,TN
MH-002_19.6091_80.376356,MH-002,0,0.10130663,1,FP
MH-002_19.6091_80.376895,MH-002,0,0.014513111,0,TN
MH-002_19.60883_80.377164,MH-002,0,0.023728969,0,TN
MH-002_19.608561_80.377164,MH-002,0,0.04321693,0,TN
MH-002_19.608561_80.377434,MH-002,0,0.047396295,0,TN
MH-002_19.608291_80.376356,MH-002,0,0.1591322,1,FP
MH-002_19.608291_80.376625,MH-002,0,0.15209779,1,FP
MH-002_19.608291_80.376895,MH-002,0,0.12552184,1,FP
MH-002_19.608291_80.377164,MH-002,0,0.09835155,0,TN
MH-002_19.608291_80.377434,MH-002,0,0.10934407,1,FP
MH-002_19.608291_80.377703,MH-002,0,0.114273384,1,FP
MH-002_19.608022_80.376356,MH-002,0,0.12921688,1,FP
MH-002_19.608022_80.376625,MH-002,0,0.12939775,1,FP
MH-002_19.608022_80.376895,MH-002,0,0.10673802,1,FP
MH-002_19.608022_80.377164,MH-002,0,0.14765647,1,FP
MH-002_19.608022_80.377434,MH-002,0,0.24004075,1,FP
MH-002_19.608022_80.377703,MH-002,0,0.28347877,1,FP
MH-002_19.608022_80.377973,MH-002,0,0.30086446,1,FP
MH-002_19.607752_80.376356,MH-002,0,0.08605662,0,TN
MH-002_19.607752_80.376625,MH-002,0,0.11813507,1,FP
MH-002_19.607752_80.376895,MH-002,0,0.10640897,1,FP
MH-002_19.607752_80.377164,MH-002,0,0.20733564,1,FP
MH-002_19.607752_80.377434,MH-002,0,0.57139236,1,FP
MH-002_19.607752_80.377703,MH-002,0,0.70980567,1,FP
MH-002_19.607752_80.377973,MH-002,0,0.737982,1,FP
MH-002_19.607752_80.378242,MH-002,0,0.61937016,1,FP
MH-002_19.607483_80.376356,MH-002,0,0.050205152,0,TN
MH-002_19.607483_80.376625,MH-002,0,0.08353246,0,TN
MH-002_19.607483_80.376895,MH-002,0,0.075769305,0,TN
MH-002_19.607483_80.377164,MH-002,0,0.2758625,1,FP
MH-002_19.607483_80.377434,MH-002,0,0.6673485,1,FP
MH-002_19.607483_80.377703,MH-002,0,0.80868435,1,FP
MH-002_19.607483_80.377973,MH-002,0,0.82134664,1,FP
MH-002_19.607483_80.378242,MH-002,0,0.8064167,1,FP
MH-002_19.607483_80.378512,MH-002,0,0.7441076,1,FP
MH-002_19.607483_80.378781,MH-002,0,0.41678217,1,FP
MH-002_19.607213_80.376356,MH-002,1,0.07284623,0,FN
MH-002_19.607213_80.376625,MH-002,0,0.1069388,1,FP
MH-002_19.607213_80.376895,MH-002,0,0.11777598,1,FP
MH-002_19.607213_80.377164,MH-002,0,0.312241,1,FP
MH-002_19.607213_80.377434,MH-002,0,0.7037823,1,FP
MH-002_19.607213_80.377703,MH-002,0,0.79388154,1,FP
MH-002_19.607213_80.377973,MH-002,0,0.8320712,1,FP
MH-002_19.607213_80.378242,MH-002,0,0.8066232,1,FP
MH-002_19.607213_80.378512,MH-002,0,0.7646521,1,FP
MH-002_19.607213_80.378781,MH-002,0,0.54891694,1,FP
MH-002_19.607213_80.379051,MH-002,0,0.21974981,1,FP
MH-002_19.607213_80.37932,MH-002,0,0.12124596,1,FP
MH-002_19.606944_80.376356,MH-002,0,0.11816864,1,FP
MH-002_19.606944_80.376625,MH-002,1,0.18772325,1,TP
MH-002_19.606944_80.376895,MH-002,1,0.18514006,1,TP
MH-002_19.606944_80.377164,MH-002,0,0.39842182,1,FP
MH-002_19.606944_80.377434,MH-002,0,0.6812636,1,FP
MH-002_19.606944_80.377703,MH-002,0,0.80438864,1,FP
MH-002_19.606944_80.377973,MH-002,0,0.81559426,1,FP
MH-002_19.606944_80.378242,MH-002,0,0.7971154,1,FP
MH-002_19.606944_80.378512,MH-002,0,0.7505185,1,FP
MH-002_19.606944_80.378781,MH-002,0,0.6316849,1,FP
MH-002_19.606944_80.379051,MH-002,0,0.37951088,1,FP
MH-002_19.606944_80.37932,MH-002,0,0.13084038,1,FP
MH-002_19.606944_80.37959,MH-002,0,0.0956322,0,TN
MH-002_19.606944_80.379859,MH-002,0,0.05187962,0,TN
MH-002_19.606674_80.376356,MH-002,0,0.134704,1,FP
MH-002_19.606674_80.376625,MH-002,1,0.23016603,1,TP
MH-002_19.606674_80.376895,MH-002,1,0.29520953,1,TP
MH-002_19.606674_80.377164,MH-002,0,0.49653575,1,FP
MH-002_19.606674_80.377434,MH-002,0,0.6649264,1,FP
MH-002_19.606674_80.377703,MH-002,0,0.78015435,1,FP
MH-002_19.606674_80.377973,MH-002,0,0.78784364,1,FP
MH-002_19.606674_80.378242,MH-002,0,0.7566307,1,FP
MH-002_19.606674_80.378512,MH-002,0,0.73046494,1,FP
MH-002_19.606674_80.378781,MH-002,0,0.6081352,1,FP
MH-002_19.606674_80.379051,MH-002,0,0.38414574,1,FP
MH-002_19.606674_80.37932,MH-002,0,0.23649512,1,FP
MH-002_19.606674_80.37959,MH-002,0,0.18490306,1,FP
MH-002_19.606674_80.379859,MH-002,0,0.11018347,1,FP
MH-002_19.606674_80.380129,MH-002,0,0.06708219,0,TN
MH-002_19.606405_80.376356,MH-002,1,0.0908948,0,FN
MH-002_19.606405_80.376625,MH-002,1,0.24260524,1,TP
MH-002_19.606405_80.376895,MH-002,1,0.39193007,1,TP
MH-002_19.606405_80.377164,MH-002,0,0.50840133,1,FP
MH-002_19.606405_80.377434,MH-002,0,0.63191485,1,FP
MH-002_19.606405_80.377703,MH-002,0,0.68501693,1,FP
MH-002_19.606405_80.377973,MH-002,0,0.6930293,1,FP
MH-002_19.606405_80.378242,MH-002,0,0.64018303,1,FP
MH-002_19.606405_80.378512,MH-002,0,0.5879628,1,FP
MH-002_19.606405_80.378781,MH-002,0,0.60680676,1,FP
MH-002_19.606405_80.379051,MH-002,0,0.44476247,1,FP
MH-002_19.606405_80.37932,MH-002,0,0.3370522,1,FP
MH-002_19.606405_80.37959,MH-002,0,0.31147516,1,FP
MH-002_19.606405_80.379859,MH-002,0,0.18981162,1,FP
MH-002_19.606405_80.380129,MH-002,0,0.109242186,1,FP
MH-002_19.606135_80.376356,MH-002,1,0.12513559,1,TP
MH-002_19.606135_80.376625,MH-002,1,0.33098203,1,TP
MH-002_19.606135_80.376895,MH-002,1,0.49373552,1,TP
MH-002_19.606135_80.377164,MH-002,1,0.65151596,1,TP
MH-002_19.606135_80.377434,MH-002,0,0.7039017,1,FP
MH-002_19.606135_80.377703,MH-002,0,0.6817469,1,FP
MH-002_19.606135_80.377973,MH-002,0,0.6744802,1,FP
MH-002_19.606135_80.378242,MH-002,0,0.5411507,1,FP
MH-002_19.606135_80.378512,MH-002,0,0.5481337,1,FP
MH-002_19.606135_80.378781,MH-002,0,0.5331325,1,FP
MH-002_19.606135_80.379051,MH-002,0,0.39794534,1,FP
MH-002_19.606135_80.37932,MH-002,0,0.34110242,1,FP
MH-002_19.606135_80.37959,MH-002,0,0.3289486,1,FP
MH-002_19.606135_80.379859,MH-002,0,0.20576218,1,FP
MH-002_19.606135_80.380129,MH-002,0,0.114314996,1,FP
MH-002_19.605866_80.376356,MH-002,1,0.14373477,1,TP
MH-002_19.605866_80.376625,MH-002,1,0.41521662,1,TP
MH-002_19.605866_80.376895,MH-002,0,0.5821216,1,FP
MH-002_19.605866_80.377164,MH-002,0,0.718968,1,FP
MH-002_19.605866_80.377434,MH-002,0,0.7059014,1,FP
MH-002_19.605866_80.377703,MH-002,0,0.6967934,1,FP
MH-002_19.605866_80.377973,MH-002,0,0.5884078,1,FP
MH-002_19.605866_80.378242,MH-002,0,0.6200659,1,FP
MH-002_19.605866_80.378512,MH-002,0,0.46545237,1,FP
MH-002_19.605866_80.378781,MH-002,0,0.53024393,1,FP
MH-002_19.605866_80.379051,MH-002,0,0.38097364,1,FP
MH-002_19.605866_80.37932,MH-002,0,0.2990428,1,FP
MH-002_19.605866_80.37959,MH-002,0,0.23635341,1,FP
MH-002_19.605866_80.379859,MH-002,0,0.16148686,1,FP
MH-002_19.605866_80.380129,MH-002,0,0.10466116,1,FP
MH-002_19.605596_80.376356,MH-002,1,0.14132217,1,TP
MH-002_19.605596_80.376625,MH-002,0,0.3430808,1,FP
MH-002_19.605596_80.376895,MH-002,0,0.54759157,1,FP
MH-002_19.605596_80.377164,MH-002,0,0.64987653,1,FP
MH-002_19.605596_80.377434,MH-002,0,0.71290106,1,FP
MH-002_19.605596_80.377703,MH-002,0,0.5989166,1,FP
MH-002_19.605596_80.377973,MH-002,0,0.6436298,1,FP
MH-002_19.605596_80.378242,MH-002,0,0.55659294,1,FP
MH-002_19.605596_80.378512,MH-002,0,0.5590161,1,FP
MH-002_19.605596_80.378781,MH-002,0,0.5033733,1,FP
MH-002_19.605596_80.379051,MH-002,0,0.38063136,1,FP
MH-002_19.605596_80.37932,MH-002,0,0.3781632,1,FP
MH-002_19.605596_80.37959,MH-002,0,0.24584936,1,FP
MH-002_19.605596_80.379859,MH-002,0,0.1638142,1,FP
MH-002_19.605596_80.380129,MH-002,0,0.08826912,0,TN
MH-002_19.605327_80.376356,MH-002,1,0.05353054,0,FN
MH-002_19.605327_80.376625,MH-002,1,0.11804,1,TP
MH-002_19.605327_80.376895,MH-002,0,0.25573522,1,FP
MH-002_19.605327_80.377164,MH-002,1,0.3852462,1,TP
MH-002_19.605327_80.377434,MH-002,0,0.40251815,1,FP
MH-002_19.605327_80.377703,MH-002,0,0.46244198,1,FP
MH-002_19.605327_80.377973,MH-002,0,0.5146831,1,FP
MH-002_19.605327_80.378242,MH-002,0,0.5451026,1,FP
MH-002_19.605327_80.378512,MH-002,0,0.45611024,1,FP
MH-002_19.605327_80.378781,MH-002,0,0.39070976,1,FP
MH-002_19.605327_80.379051,MH-002,0,0.2450977,1,FP
MH-002_19.605327_80.37932,MH-002,0,0.26424062,1,FP
MH-002_19.605327_80.37959,MH-002,0,0.20852883,1,FP
MH-002_19.605327_80.379859,MH-002,0,0.20178264,1,FP
MH-002_19.605327_80.380129,MH-002,0,0.14125372,1,FP
MH-002_19.605327_80.380398,MH-002,0,0.13515931,1,FP
MH-002_19.605057_80.376356,MH-002,0,0.036715016,0,TN
MH-002_19.605057_80.376625,MH-002,0,0.05282756,0,TN
MH-002_19.605057_80.376895,MH-002,0,0.17523225,1,FP
MH-002_19.605057_80.377164,MH-002,0,0.218565,1,FP
MH-002_19.605057_80.377434,MH-002,0,0.30729935,1,FP
MH-002_19.605057_80.377703,MH-002,0,0.34243158,1,FP
MH-002_19.605057_80.377973,MH-002,0,0.42848796,1,FP
MH-002_19.605057_80.378242,MH-002,0,0.4241488,1,FP
MH-002_19.605057_80.378512,MH-002,0,0.4579119,1,FP
MH-002_19.605057_80.378781,MH-002,0,0.278478,1,FP
MH-002_19.605057_80.379051,MH-002,0,0.2797967,1,FP
MH-002_19.605057_80.37932,MH-002,0,0.25243333,1,FP
MH-002_19.605057_80.37959,MH-002,0,0.31200182,1,FP
MH-002_19.605057_80.379859,MH-002,0,0.32415286,1,FP
MH-002_19.605057_80.380129,MH-002,0,0.18700345,1,FP
MH-002_19.605057_80.380398,MH-002,0,0.20405547,1,FP
MH-002_19.604788_80.376356,MH-002,0,0.024758628,0,TN
MH-002_19.604788_80.376625,MH-002,0,0.024480525,0,TN
MH-002_19.604788_80.376895,MH-002,1,0.05039646,0,FN
MH-002_19.604788_80.377164,MH-002,0,0.07161756,0,TN
MH-002_19.604788_80.377434,MH-002,0,0.13179497,1,FP
MH-002_19.604788_80.377703,MH-002,0,0.24392872,1,FP
MH-002_19.604788_80.378781,MH-002,0,0.2794148,1,FP
MH-002_19.604788_80.379051,MH-002,0,0.29218248,1,FP
MH-002_19.604788_80.37932,MH-002,0,0.296412,1,FP
MH-002_19.604788_80.37959,MH-002,0,0.2741012,1,FP
MH-002_19.604788_80.379859,MH-002,0,0.30088574,1,FP
MH-002_19.604788_80.380129,MH-002,0,0.19552827,1,FP
MH-002_19.604788_80.380398,MH-002,0,0.22896932,1,FP
MH-002_19.604518_80.376356,MH-002,0,0.017332803,0,TN
MH-002_19.604518_80.376625,MH-002,1,0.0232899,0,FN
MH-002_19.604518_80.376895,MH-002,0,0.018259555,0,TN
MH-002_19.604518_80.377164,MH-002,0,0.036932852,0,TN
MH-002_19.604518_80.377434,MH-002,0,0.05959483,0,TN
MH-002_19.604518_80.378242,MH-002,0,0.21395628,1,FP
MH-002_19.604518_80.379051,MH-002,0,0.35114145,1,FP
MH-002_19.604518_80.37932,MH-002,0,0.33638746,1,FP
MH-002_19.604518_80.37959,MH-002,0,0.39341208,1,FP
MH-002_19.604518_80.379859,MH-002,0,0.39399326,1,FP
MH-002_19.604518_80.380129,MH-002,0,0.20888235,1,FP
MH-002_19.604518_80.380398,MH-002,0,0.21177056,1,FP
MH-002_19.604249_80.376356,MH-002,0,0.023636784,0,TN
MH-002_19.604249_80.376625,MH-002,1,0.012900699,0,FN
MH-002_19.604249_80.377164,MH-002,0,0.024864512,0,TN
MH-002_19.604249_80.377973,MH-002,0,0.09968738,0,TN
MH-002_19.604249_80.378242,MH-002,0,0.24222578,1,FP
MH-002_19.604249_80.378512,MH-002,0,0.44973338,1,FP
MH-002_19.604249_80.379051,MH-002,0,0.58988214,1,FP
MH-002_19.604249_80.37932,MH-002,0,0.4919379,1,FP
MH-002_19.604249_80.37959,MH-002,0,0.508828,1,FP
MH-002_19.604249_80.379859,MH-002,0,0.506885,1,FP
MH-002_19.604249_80.380129,MH-002,0,0.32905188,1,FP
MH-002_19.604249_80.380398,MH-002,0,0.34024972,1,FP
MH-002_19.603979_80.376356,MH-002,0,0.012354059,0,TN
MH-002_19.603979_80.376625,MH-002,0,0.013798511,0,TN
MH-002_19.603979_80.376895,MH-002,0,0.014041179,0,TN
MH-002_19.603979_80.377164,MH-002,0,0.01961418,0,TN
MH-002_19.603979_80.378242,MH-002,0,0.14454977,1,FP
MH-002_19.603979_80.379051,MH-002,0,0.5875177,1,FP
MH-002_19.603979_80.37932,MH-002,0,0.5793205,1,FP
MH-002_19.603979_80.37959,MH-002,0,0.53720516,1,FP
MH-002_19.603979_80.379859,MH-002,0,0.5213234,1,FP
MH-002_19.603979_80.380129,MH-002,0,0.39398223,1,FP
MH-002_19.603979_80.380398,MH-002,0,0.38164234,1,FP
MH-002_19.60371_80.376356,MH-002,0,0.01130486,0,TN
MH-002_19.60371_80.376625,MH-002,0,0.014750115,0,TN
MH-002_19.60371_80.376895,MH-002,1,0.013399511,0,FN
MH-002_19.60371_80.377164,MH-002,0,0.014851157,0,TN
MH-002_19.60371_80.377973,MH-002,0,0.075254366,0,TN
MH-002_19.60371_80.379051,MH-002,0,0.7609876,1,FP
MH-002_19.60371_80.37932,MH-002,0,0.71250623,1,FP
MH-002_19.60371_80.37959,MH-002,0,0.7330339,1,FP
MH-002_19.60371_80.379859,MH-002,0,0.6586399,1,FP
MH-002_19.60371_80.380129,MH-002,0,0.54424536,1,FP
MH-002_19.60371_80.380398,MH-002,0,0.53616726,1,FP
MH-002_19.60344_80.376356,MH-002,0,0.012770094,0,TN
MH-002_19.60344_80.376625,MH-002,0,0.016522078,0,TN
MH-002_19.60344_80.376895,MH-002,0,0.021826103,0,TN
MH-002_19.60344_80.377164,MH-002,1,0.023305418,0,FN
MH-002_19.60344_80.378242,MH-002,0,0.45236647,1,FP
MH-002_19.60344_80.378512,MH-002,0,0.7369364,1,FP
MH-002_19.60344_80.379051,MH-002,0,0.8163771,1,FP
MH-002_19.60344_80.37932,MH-002,0,0.7576537,1,FP
MH-002_19.60344_80.37959,MH-002,0,0.78477526,1,FP
MH-002_19.60344_80.379859,MH-002,0,0.70422834,1,FP
MH-002_19.60344_80.380129,MH-002,0,0.62910235,1,FP
MH-002_19.60344_80.380398,MH-002,0,0.6386965,1,FP
MH-002_19.603171_80.376356,MH-002,0,0.020682605,0,TN
MH-002_19.603171_80.376625,MH-002,0,0.026240572,0,TN
MH-002_19.603171_80.376895,MH-002,0,0.047027003,0,TN
MH-002_19.603171_80.377164,MH-002,1,0.03562813,0,FN
MH-002_19.603171_80.378242,MH-002,0,0.35599193,1,FP
MH-002_19.603171_80.378512,MH-002,0,0.63227016,1,FP
MH-002_19.603171_80.37932,MH-002,0,0.73183054,1,FP
MH-002_19.603171_80.37959,MH-002,0,0.7432005,1,FP
MH-002_19.603171_80.379859,MH-002,0,0.7029818,1,FP
MH-002_19.603171_80.380129,MH-002,0,0.69235116,1,FP
MH-002_19.603171_80.380398,MH-002,0,0.7448987,1,FP
MH-002_19.602901_80.376625,MH-002,0,0.052244477,0,TN
MH-002_19.602901_80.376895,MH-002,0,0.07234587,0,TN
MH-002_19.602901_80.377164,MH-002,0,0.04685978,0,TN
MH-002_19.602901_80.379051,MH-002,0,0.70572835,1,FP
MH-002_19.602901_80.37932,MH-002,0,0.72633344,1,FP
MH-002_19.602901_80.380129,MH-002,0,0.72420573,1,FP
MH-002_19.602901_80.380398,MH-002,0,0.7683162,1,FP
MH-002_19.602632_80.376356,MH-002,0,0.088080175,0,TN
MH-002_19.602632_80.376895,MH-002,0,0.08979061,0,TN
MH-002_19.602632_80.377434,MH-002,0,0.043065295,0,TN
MH-002_19.602632_80.377703,MH-002,0,0.056229092,0,TN
MH-002_19.602632_80.377973,MH-002,1,0.055963285,0,FN
MH-002_19.602632_80.378781,MH-002,0,0.36324203,1,FP
MH-002_19.602632_80.379051,MH-002,0,0.39130285,1,FP
MH-002_19.602632_80.37932,MH-002,0,0.5386407,1,FP
MH-002_19.602632_80.37959,MH-002,0,0.561724,1,FP
MH-002_19.602632_80.379859,MH-002,0,0.6457944,1,FP
MH-002_19.602632_80.380398,MH-002,0,0.7788656,1,FP
MH-002_19.602362_80.376356,MH-002,0,0.02790675,0,TN
MH-002_19.602362_80.376625,MH-002,0,0.022456514,0,TN
MH-002_19.602362_80.376895,MH-002,0,0.027040314,0,TN
MH-002_19.602362_80.377164,MH-002,0,0.01743835,0,TN
MH-002_19.602362_80.377434,MH-002,0,0.0114822285,0,TN
MH-002_19.602362_80.377703,MH-002,0,0.016181026,0,TN
MH-002_19.602362_80.377973,MH-002,0,0.010377414,0,TN
MH-002_19.602362_80.379051,MH-002,0,0.1297,1,FP
MH-002_19.602362_80.37932,MH-002,0,0.3669845,1,FP
MH-002_19.602362_80.37959,MH-002,0,0.31058335,1,FP
MH-002_19.602362_80.379859,MH-002,0,0.52187365,1,FP
MH-002_19.602093_80.376356,MH-002,0,0.049875837,0,TN
MH-002_19.602093_80.376625,MH-002,0,0.042838432,0,TN
MH-002_19.602093_80.376895,MH-002,0,0.04188116,0,TN
MH-002_19.602093_80.37932,MH-002,0,0.04799126,0,TN
MH-002_19.602093_80.37959,MH-002,0,0.1022002,1,FP
MH-002_19.602093_80.379859,MH-002,0,0.24112402,1,FP
MH-002_19.602093_80.380129,MH-002,0,0.5081323,1,FP
MH-002_19.601823_80.378781,MH-002,0,0.027730355,0,TN
MH-002_19.601823_80.379051,MH-002,0,0.038483877,0,TN
MH-002_19.601823_80.37932,MH-002,0,0.047403272,0,TN
MH-002_19.601823_80.37959,MH-002,0,0.07780934,0,TN
MH-002_19.601823_80.379859,MH-002,0,0.16024463,1,FP
MH-002_19.601554_80.379051,MH-002,0,0.06539149,0,TN
MH-002_19.601554_80.37932,MH-002,0,0.08272887,0,TN
MH-002_19.601554_80.37959,MH-002,0,0.14872742,1,FP
