temporal_sample_id,project_id,center_latitude,center_longitude,center_row,center_col,cnn_spatial_split,target,prediction_probability,prediction_class,inference_threshold,temporal_year_start,temporal_year_end,project_name,hotspot_cluster,hotspot_id
MH-001_21.142254_78.921085,MH-001,21.142254,78.921085,147,31,cnn_train,0,0.24271154403686523,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.142254_78.921355,MH-001,21.142254,78.921355,147,32,cnn_train,1,0.23673534393310547,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.142254_78.921624,MH-001,21.142254,78.921624,147,33,cnn_train,1,0.2276303917169571,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.142254_78.921894,MH-001,21.142254,78.921894,147,34,cnn_train,1,0.20866544544696808,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.142254_78.922163,MH-001,21.142254,78.922163,147,35,cnn_train,1,0.1860639899969101,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.142254_78.922433,MH-001,21.142254,78.922433,147,36,cnn_train,0,0.173838272690773,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.142254_78.922702,MH-001,21.142254,78.922702,147,37,cnn_train,0,0.1806669682264328,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.142254_78.922972,MH-001,21.142254,78.922972,147,38,cnn_train,0,0.18960493803024292,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.142254_78.92351,MH-001,21.142254,78.92351,147,40,cnn_train,0,0.1892528533935547,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.142254_78.92378,MH-001,21.142254,78.92378,147,41,cnn_train,0,0.19513721764087677,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.142254_78.924049,MH-001,21.142254,78.924049,147,42,cnn_train,0,0.1975017488002777,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.142254_78.924588,MH-001,21.142254,78.924588,147,44,cnn_train,1,0.21202245354652405,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141985_78.921085,MH-001,21.141985,78.921085,148,31,cnn_train,0,0.261778861284256,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141985_78.921355,MH-001,21.141985,78.921355,148,32,cnn_train,0,0.2653902769088745,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141985_78.921624,MH-001,21.141985,78.921624,148,33,cnn_train,0,0.24314692616462708,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141985_78.921894,MH-001,21.141985,78.921894,148,34,cnn_train,1,0.22167643904685974,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141985_78.922163,MH-001,21.141985,78.922163,148,35,cnn_train,1,0.22952550649642944,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141985_78.922433,MH-001,21.141985,78.922433,148,36,cnn_train,0,0.21140240132808685,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141985_78.922702,MH-001,21.141985,78.922702,148,37,cnn_train,0,0.22187668085098267,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141985_78.922972,MH-001,21.141985,78.922972,148,38,cnn_train,0,0.2062852531671524,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141985_78.923241,MH-001,21.141985,78.923241,148,39,cnn_train,0,0.20552407205104828,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141985_78.924319,MH-001,21.141985,78.924319,148,43,cnn_train,1,0.19986101984977722,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141985_78.924588,MH-001,21.141985,78.924588,148,44,cnn_train,1,0.20160223543643951,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141715_78.921355,MH-001,21.141715,78.921355,149,32,cnn_train,0,0.3184168338775635,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141715_78.921624,MH-001,21.141715,78.921624,149,33,cnn_train,0,0.3211466372013092,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141715_78.921894,MH-001,21.141715,78.921894,149,34,cnn_train,0,0.3173786699771881,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141715_78.922163,MH-001,21.141715,78.922163,149,35,cnn_train,0,0.29738205671310425,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141715_78.922433,MH-001,21.141715,78.922433,149,36,cnn_train,0,0.2699875831604004,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141715_78.922702,MH-001,21.141715,78.922702,149,37,cnn_train,1,0.25589126348495483,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141715_78.922972,MH-001,21.141715,78.922972,149,38,cnn_train,0,0.23558539152145386,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141715_78.923241,MH-001,21.141715,78.923241,149,39,cnn_train,0,0.21860776841640472,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141715_78.92351,MH-001,21.141715,78.92351,149,40,cnn_train,0,0.21014338731765747,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141715_78.924588,MH-001,21.141715,78.924588,149,44,cnn_train,1,0.19196437299251556,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141715_78.924858,MH-001,21.141715,78.924858,149,45,cnn_train,0,0.18534043431282043,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141446_78.921355,MH-001,21.141446,78.921355,150,32,cnn_train,0,0.24393634498119354,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141446_78.921624,MH-001,21.141446,78.921624,150,33,cnn_train,0,0.24819694459438324,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141446_78.921894,MH-001,21.141446,78.921894,150,34,cnn_train,0,0.2923620343208313,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141446_78.922163,MH-001,21.141446,78.922163,150,35,cnn_train,0,0.3070841431617737,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141446_78.922433,MH-001,21.141446,78.922433,150,36,cnn_train,0,0.32077935338020325,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141446_78.922702,MH-001,21.141446,78.922702,150,37,cnn_train,0,0.31285950541496277,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141446_78.923241,MH-001,21.141446,78.923241,150,39,cnn_train,0,0.31938663125038147,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141446_78.92351,MH-001,21.141446,78.92351,150,40,cnn_train,0,0.2837964594364166,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141446_78.92378,MH-001,21.141446,78.92378,150,41,cnn_train,0,0.27254942059516907,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141446_78.924049,MH-001,21.141446,78.924049,150,42,cnn_train,0,0.23451606929302216,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141446_78.925127,MH-001,21.141446,78.925127,150,46,cnn_train,1,0.226598858833313,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141176_78.921355,MH-001,21.141176,78.921355,151,32,cnn_train,0,0.1585894674062729,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141176_78.921624,MH-001,21.141176,78.921624,151,33,cnn_train,0,0.16433380544185638,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141176_78.921894,MH-001,21.141176,78.921894,151,34,cnn_train,0,0.17019009590148926,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141176_78.922163,MH-001,21.141176,78.922163,151,35,cnn_train,0,0.1884811520576477,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141176_78.922433,MH-001,21.141176,78.922433,151,36,cnn_train,0,0.18947724997997284,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141176_78.922702,MH-001,21.141176,78.922702,151,37,cnn_train,0,0.21749937534332275,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141176_78.92351,MH-001,21.141176,78.92351,151,40,cnn_train,0,0.22763247787952423,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141176_78.92378,MH-001,21.141176,78.92378,151,41,cnn_train,0,0.25446203351020813,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141176_78.924319,MH-001,21.141176,78.924319,151,43,cnn_train,0,0.2420441061258316,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.141176_78.924858,MH-001,21.141176,78.924858,151,45,cnn_train,0,0.3776997923851013,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.140907_78.921624,MH-001,21.140907,78.921624,152,33,cnn_train,0,0.30125877261161804,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.140907_78.921894,MH-001,21.140907,78.921894,152,34,cnn_train,0,0.31545135378837585,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.140907_78.922163,MH-001,21.140907,78.922163,152,35,cnn_train,0,0.31623604893684387,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.140907_78.922433,MH-001,21.140907,78.922433,152,36,cnn_train,0,0.31524762511253357,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.140907_78.922702,MH-001,21.140907,78.922702,152,37,cnn_train,0,0.2907734513282776,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.140907_78.92351,MH-001,21.140907,78.92351,152,40,cnn_train,0,0.28166499733924866,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.140907_78.92378,MH-001,21.140907,78.92378,152,41,cnn_train,0,0.2598174214363098,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.140637_78.921894,MH-001,21.140637,78.921894,153,34,cnn_train,0,0.16710200905799866,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.140637_78.922163,MH-001,21.140637,78.922163,153,35,cnn_train,0,0.17537754774093628,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.140637_78.922433,MH-001,21.140637,78.922433,153,36,cnn_train,0,0.2128685712814331,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.140637_78.92351,MH-001,21.140637,78.92351,153,40,cnn_train,0,0.22612221539020538,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.140637_78.92378,MH-001,21.140637,78.92378,153,41,cnn_train,0,0.24874019622802734,1,0.1,2021,2025,MH-001,36,MH-001-HS-0036
MH-001_21.153034_78.921355,MH-001,21.153034,78.921355,107,32,cnn_train,0,0.1392369419336319,1,0.1,2021,2025,MH-001,37,MH-001-HS-0037
MH-001_21.153034_78.922702,MH-001,21.153034,78.922702,107,37,cnn_train,0,0.26492831110954285,1,0.1,2021,2025,MH-001,38,MH-001-HS-0038
MH-001_21.153034_78.922972,MH-001,21.153034,78.922972,107,38,cnn_train,0,0.2983541488647461,1,0.1,2021,2025,MH-001,38,MH-001-HS-0038
MH-001_21.153034_78.923241,MH-001,21.153034,78.923241,107,39,cnn_train,0,0.2857949733734131,1,0.1,2021,2025,MH-001,38,MH-001-HS-0038
MH-001_21.153034_78.92351,MH-001,21.153034,78.92351,107,40,cnn_train,0,0.20402638614177704,1,0.1,2021,2025,MH-001,38,MH-001-HS-0038
MH-001_21.152765_78.924319,MH-001,21.152765,78.924319,108,43,cnn_train,0,0.21721558272838593,1,0.1,2021,2025,MH-001,39,MH-001-HS-0039
MH-001_21.152495_78.924049,MH-001,21.152495,78.924049,109,42,cnn_train,0,0.14476053416728973,1,0.1,2021,2025,MH-001,39,MH-001-HS-0039
MH-001_21.152495_78.924319,MH-001,21.152495,78.924319,109,43,cnn_train,0,0.12358120083808899,1,0.1,2021,2025,MH-001,39,MH-001-HS-0039
MH-001_21.152226_78.923241,MH-001,21.152226,78.923241,110,39,cnn_train,0,0.16030776500701904,1,0.1,2021,2025,MH-001,39,MH-001-HS-0039
MH-001_21.152226_78.92378,MH-001,21.152226,78.92378,110,41,cnn_train,0,0.118055559694767,1,0.1,2021,2025,MH-001,39,MH-001-HS-0039
MH-001_21.152226_78.924049,MH-001,21.152226,78.924049,110,42,cnn_train,0,0.10016491264104843,1,0.1,2021,2025,MH-001,39,MH-001-HS-0039
MH-001_21.151956_78.923241,MH-001,21.151956,78.923241,111,39,cnn_train,0,0.10882040113210678,1,0.1,2021,2025,MH-001,39,MH-001-HS-0039
MH-001_21.151956_78.92351,MH-001,21.151956,78.92351,111,40,cnn_train,0,0.12021756917238235,1,0.1,2021,2025,MH-001,39,MH-001-HS-0039
MH-001_21.151956_78.924049,MH-001,21.151956,78.924049,111,42,cnn_train,0,0.12808263301849365,1,0.1,2021,2025,MH-001,39,MH-001-HS-0039
MH-001_21.151956_78.924319,MH-001,21.151956,78.924319,111,43,cnn_train,0,0.13425728678703308,1,0.1,2021,2025,MH-001,39,MH-001-HS-0039
MH-001_21.151687_78.922972,MH-001,21.151687,78.922972,112,38,cnn_train,0,0.11133290827274323,1,0.1,2021,2025,MH-001,39,MH-001-HS-0039
MH-001_21.151687_78.92378,MH-001,21.151687,78.92378,112,41,cnn_train,0,0.10458478331565857,1,0.1,2021,2025,MH-001,39,MH-001-HS-0039
MH-001_21.151687_78.924049,MH-001,21.151687,78.924049,112,42,cnn_train,0,0.10314039140939713,1,0.1,2021,2025,MH-001,39,MH-001-HS-0039
MH-001_21.151687_78.924319,MH-001,21.151687,78.924319,112,43,cnn_train,1,0.11336390674114227,1,0.1,2021,2025,MH-001,39,MH-001-HS-0039
MH-001_21.152765_78.930248,MH-001,21.152765,78.930248,108,65,cnn_train,0,0.2109689861536026,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.152765_78.930517,MH-001,21.152765,78.930517,108,66,cnn_train,0,0.20012222230434418,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.152765_78.930787,MH-001,21.152765,78.930787,108,67,cnn_train,0,0.15210369229316711,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.152495_78.930248,MH-001,21.152495,78.930248,109,65,cnn_train,0,0.27577415108680725,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.152495_78.930517,MH-001,21.152495,78.930517,109,66,cnn_train,0,0.2865413725376129,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.152495_78.930787,MH-001,21.152495,78.930787,109,67,cnn_train,0,0.27196139097213745,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.152226_78.930248,MH-001,21.152226,78.930248,110,65,cnn_train,0,0.14212369918823242,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.152226_78.930517,MH-001,21.152226,78.930517,110,66,cnn_train,0,0.14361755549907684,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.152226_78.930787,MH-001,21.152226,78.930787,110,67,cnn_train,0,0.14081613719463348,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.152226_78.931056,MH-001,21.152226,78.931056,110,68,cnn_train,0,0.12179208546876907,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.151956_78.930248,MH-001,21.151956,78.930248,111,65,cnn_train,0,0.14810173213481903,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.151956_78.930517,MH-001,21.151956,78.930517,111,66,cnn_train,0,0.15448307991027832,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.151956_78.930787,MH-001,21.151956,78.930787,111,67,cnn_train,0,0.13537302613258362,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.151956_78.931056,MH-001,21.151956,78.931056,111,68,cnn_train,0,0.14086465537548065,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.151687_78.930248,MH-001,21.151687,78.930248,112,65,cnn_train,0,0.17286446690559387,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.151687_78.930517,MH-001,21.151687,78.930517,112,66,cnn_train,0,0.1770109087228775,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.151687_78.930787,MH-001,21.151687,78.930787,112,67,cnn_train,0,0.19331711530685425,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.151687_78.931056,MH-001,21.151687,78.931056,112,68,cnn_train,0,0.16851390898227692,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.151417_78.930248,MH-001,21.151417,78.930248,113,65,cnn_train,0,0.17682120203971863,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.151417_78.930517,MH-001,21.151417,78.930517,113,66,cnn_train,0,0.12095404416322708,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.151417_78.930787,MH-001,21.151417,78.930787,113,67,cnn_train,0,0.13018923997879028,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.151417_78.931056,MH-001,21.151417,78.931056,113,68,cnn_train,0,0.1207481101155281,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.151417_78.931326,MH-001,21.151417,78.931326,113,69,cnn_train,0,0.11780522018671036,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.151148_78.930248,MH-001,21.151148,78.930248,114,65,cnn_train,1,0.21926946938037872,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.151148_78.930517,MH-001,21.151148,78.930517,114,66,cnn_train,0,0.1981479823589325,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.151148_78.931595,MH-001,21.151148,78.931595,114,70,cnn_train,0,0.16284942626953125,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.150878_78.930248,MH-001,21.150878,78.930248,115,65,cnn_train,1,0.23463739454746246,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.150878_78.930787,MH-001,21.150878,78.930787,115,67,cnn_train,0,0.23147834837436676,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.150878_78.931595,MH-001,21.150878,78.931595,115,70,cnn_train,0,0.21064792573451996,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.150609_78.930517,MH-001,21.150609,78.930517,116,66,cnn_train,0,0.19230212271213531,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.150609_78.930787,MH-001,21.150609,78.930787,116,67,cnn_train,0,0.21831370890140533,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.150339_78.930787,MH-001,21.150339,78.930787,117,67,cnn_train,0,0.1467202603816986,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.15007_78.930517,MH-001,21.15007,78.930517,118,66,cnn_train,0,0.1428370475769043,1,0.1,2021,2025,MH-001,40,MH-001-HS-0040
MH-001_21.152226_78.921624,MH-001,21.152226,78.921624,110,33,cnn_train,0,0.21200504899024963,1,0.1,2021,2025,MH-001,41,MH-001-HS-0041
MH-001_21.152226_78.921894,MH-001,21.152226,78.921894,110,34,cnn_train,0,0.16648337244987488,1,0.1,2021,2025,MH-001,41,MH-001-HS-0041
MH-001_21.151687_78.921894,MH-001,21.151687,78.921894,112,34,cnn_train,0,0.11349159479141235,1,0.1,2021,2025,MH-001,42,MH-001-HS-0042
MH-001_21.149261_78.931595,MH-001,21.149261,78.931595,121,70,cnn_train,0,0.16518886387348175,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.149261_78.931865,MH-001,21.149261,78.931865,121,71,cnn_train,0,0.19651377201080322,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.148992_78.930248,MH-001,21.148992,78.930248,122,65,cnn_train,0,0.1121370941400528,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.148992_78.930517,MH-001,21.148992,78.930517,122,66,cnn_train,0,0.16295789182186127,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.148992_78.931595,MH-001,21.148992,78.931595,122,70,cnn_train,0,0.16159573197364807,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.148992_78.931865,MH-001,21.148992,78.931865,122,71,cnn_train,0,0.1482938826084137,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.148722_78.930248,MH-001,21.148722,78.930248,123,65,cnn_train,0,0.13237516582012177,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.148722_78.931865,MH-001,21.148722,78.931865,123,71,cnn_train,0,0.183084636926651,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.148722_78.932134,MH-001,21.148722,78.932134,123,72,cnn_train,0,0.20667093992233276,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.148453_78.930248,MH-001,21.148453,78.930248,124,65,cnn_train,0,0.10381881147623062,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.148453_78.930517,MH-001,21.148453,78.930517,124,66,cnn_train,0,0.10616467893123627,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.148453_78.931056,MH-001,21.148453,78.931056,124,68,cnn_train,0,0.11977114528417587,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.148453_78.931865,MH-001,21.148453,78.931865,124,71,cnn_train,0,0.10361787676811218,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.148183_78.930248,MH-001,21.148183,78.930248,125,65,cnn_train,0,0.1638413667678833,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.148183_78.930517,MH-001,21.148183,78.930517,125,66,cnn_train,0,0.16748878359794617,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.148183_78.931056,MH-001,21.148183,78.931056,125,68,cnn_train,0,0.13437530398368835,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.148183_78.931865,MH-001,21.148183,78.931865,125,71,cnn_train,0,0.14307044446468353,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.148183_78.932404,MH-001,21.148183,78.932404,125,73,cnn_train,0,0.15659382939338684,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147914_78.930248,MH-001,21.147914,78.930248,126,65,cnn_train,0,0.1435031145811081,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147914_78.930517,MH-001,21.147914,78.930517,126,66,cnn_train,0,0.14904899895191193,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147914_78.930787,MH-001,21.147914,78.930787,126,67,cnn_train,0,0.1270386427640915,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147914_78.931595,MH-001,21.147914,78.931595,126,70,cnn_train,0,0.10596238821744919,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147914_78.932134,MH-001,21.147914,78.932134,126,72,cnn_train,0,0.13626432418823242,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147914_78.932404,MH-001,21.147914,78.932404,126,73,cnn_train,0,0.18972192704677582,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147914_78.932673,MH-001,21.147914,78.932673,126,74,cnn_train,0,0.15395335853099823,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147914_78.932943,MH-001,21.147914,78.932943,126,75,cnn_train,0,0.16709965467453003,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147644_78.930248,MH-001,21.147644,78.930248,127,65,cnn_train,0,0.18891316652297974,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147644_78.930517,MH-001,21.147644,78.930517,127,66,cnn_train,0,0.18462061882019043,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147644_78.930787,MH-001,21.147644,78.930787,127,67,cnn_train,0,0.15756218135356903,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147644_78.931056,MH-001,21.147644,78.931056,127,68,cnn_train,0,0.12679828703403473,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147644_78.931326,MH-001,21.147644,78.931326,127,69,cnn_train,0,0.15182703733444214,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147644_78.932134,MH-001,21.147644,78.932134,127,72,cnn_train,0,0.17646928131580353,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147644_78.932404,MH-001,21.147644,78.932404,127,73,cnn_train,0,0.15544915199279785,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147644_78.932673,MH-001,21.147644,78.932673,127,74,cnn_train,0,0.1518404185771942,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147644_78.932943,MH-001,21.147644,78.932943,127,75,cnn_train,0,0.11306522786617279,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147644_78.933212,MH-001,21.147644,78.933212,127,76,cnn_train,0,0.11101265251636505,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147375_78.930248,MH-001,21.147375,78.930248,128,65,cnn_train,0,0.18216560781002045,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147375_78.930517,MH-001,21.147375,78.930517,128,66,cnn_train,0,0.18967343866825104,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147375_78.930787,MH-001,21.147375,78.930787,128,67,cnn_train,0,0.20483268797397614,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147375_78.931056,MH-001,21.147375,78.931056,128,68,cnn_train,0,0.15877273678779602,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147375_78.931326,MH-001,21.147375,78.931326,128,69,cnn_train,0,0.17503537237644196,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147375_78.931595,MH-001,21.147375,78.931595,128,70,cnn_train,0,0.19112655520439148,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147375_78.931865,MH-001,21.147375,78.931865,128,71,cnn_train,0,0.18488143384456635,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147375_78.932134,MH-001,21.147375,78.932134,128,72,cnn_train,0,0.17487934231758118,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147375_78.932404,MH-001,21.147375,78.932404,128,73,cnn_train,0,0.16697989404201508,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147375_78.932673,MH-001,21.147375,78.932673,128,74,cnn_train,0,0.16136391460895538,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147375_78.932943,MH-001,21.147375,78.932943,128,75,cnn_train,0,0.1576339155435562,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147375_78.933212,MH-001,21.147375,78.933212,128,76,cnn_train,0,0.14925992488861084,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
MH-001_21.147375_78.933482,MH-001,21.147375,78.933482,128,77,cnn_train,0,0.15731514990329742,1,0.1,2021,2025,MH-001,43,MH-001-HS-0043
