patch_index,sample_id,project_id,project_name,year,center_row,center_col,center_latitude,center_longitude,spatial_block,original_feature6_split,cnn_spatial_split,candidate_category,target
11900,MH-001_2023_R014_C050,MH-001,Gondkhari,2023,14,50,21.178097,78.926205,MH-001_C7,train,cnn_test,3,1
11901,MH-001_2023_R014_C051,MH-001,Gondkhari,2023,14,51,21.178097,78.926475,MH-001_C7,train,cnn_test,0,0
11902,MH-001_2023_R015_C007,MH-001,Gondkhari,2023,15,7,21.177828,78.914617,MH-001_C0,train,cnn_test,1,0
11903,MH-001_2023_R015_C008,MH-001,Gondkhari,2023,15,8,21.177828,78.914887,MH-001_C1,train,cnn_test,1,0
11904,MH-001_2023_R015_C009,MH-001,Gondkhari,2023,15,9,21.177828,78.915156,MH-001_C1,train,cnn_test,0,0
11905,MH-001_2023_R015_C010,MH-001,Gondkhari,2023,15,10,21.177828,78.915426,MH-001_C1,train,cnn_test,0,0
11906,MH-001_2023_R015_C011,MH-001,Gondkhari,2023,15,11,21.177828,78.915695,MH-001_C1,train,cnn_test,0,0
11907,MH-001_2023_R015_C012,MH-001,Gondkhari,2023,15,12,21.177828,78.915965,MH-001_C1,train,cnn_test,0,0
11908,MH-001_2023_R015_C013,MH-001,Gondkhari,2023,15,13,21.177828,78.916234,MH-001_C1,train,cnn_test,0,0
11909,MH-001_2023_R015_C014,MH-001,Gondkhari,2023,15,14,21.177828,78.916504,MH-001_C2,train,cnn_test,0,0
11910,MH-001_2023_R015_C015,MH-001,Gondkhari,2023,15,15,21.177828,78.916773,MH-001_C2,train,cnn_test,0,0
11911,MH-001_2023_R015_C016,MH-001,Gondkhari,2023,15,16,21.177828,78.917043,MH-001_C2,train,cnn_test,0,0
11912,MH-001_2023_R015_C017,MH-001,Gondkhari,2023,15,17,21.177828,78.917312,MH-001_C2,train,cnn_test,0,0
11913,MH-001_2023_R015_C019,MH-001,Gondkhari,2023,15,19,21.177828,78.917851,MH-001_C2,train,cnn_test,1,0
11914,MH-001_2023_R015_C020,MH-001,Gondkhari,2023,15,20,21.177828,78.918121,MH-001_C2,train,cnn_test,1,0
11915,MH-001_2023_R015_C023,MH-001,Gondkhari,2023,15,23,21.177828,78.918929,MH-001_C3,train,cnn_test,0,0
11916,MH-001_2023_R015_C024,MH-001,Gondkhari,2023,15,24,21.177828,78.919199,MH-001_C3,train,cnn_test,1,0
11917,MH-001_2023_R015_C025,MH-001,Gondkhari,2023,15,25,21.177828,78.919468,MH-001_C3,train,cnn_test,0,0
11918,MH-001_2023_R015_C026,MH-001,Gondkhari,2023,15,26,21.177828,78.919738,MH-001_C3,train,cnn_test,0,0
11919,MH-001_2023_R015_C028,MH-001,Gondkhari,2023,15,28,21.177828,78.920277,MH-001_C4,train,cnn_test,0,0
11920,MH-001_2023_R015_C029,MH-001,Gondkhari,2023,15,29,21.177828,78.920546,MH-001_C4,train,cnn_test,0,0
11921,MH-001_2023_R015_C030,MH-001,Gondkhari,2023,15,30,21.177828,78.920816,MH-001_C4,train,cnn_test,0,0
11922,MH-001_2023_R015_C031,MH-001,Gondkhari,2023,15,31,21.177828,78.921085,MH-001_C4,train,cnn_test,1,0
11923,MH-001_2023_R015_C032,MH-001,Gondkhari,2023,15,32,21.177828,78.921355,MH-001_C4,train,cnn_test,1,0
11924,MH-001_2023_R015_C033,MH-001,Gondkhari,2023,15,33,21.177828,78.921624,MH-001_C5,train,cnn_test,1,0
11925,MH-001_2023_R015_C034,MH-001,Gondkhari,2023,15,34,21.177828,78.921894,MH-001_C5,train,cnn_test,1,0
11926,MH-001_2023_R015_C035,MH-001,Gondkhari,2023,15,35,21.177828,78.922163,MH-001_C5,train,cnn_test,2,1
11927,MH-001_2023_R015_C036,MH-001,Gondkhari,2023,15,36,21.177828,78.922433,MH-001_C5,train,cnn_test,2,1
11928,MH-001_2023_R015_C037,MH-001,Gondkhari,2023,15,37,21.177828,78.922702,MH-001_C5,train,cnn_test,2,1
11929,MH-001_2023_R015_C038,MH-001,Gondkhari,2023,15,38,21.177828,78.922972,MH-001_C5,train,cnn_test,2,1
11930,MH-001_2023_R015_C039,MH-001,Gondkhari,2023,15,39,21.177828,78.923241,MH-001_C5,train,cnn_test,2,1
11931,MH-001_2023_R015_C040,MH-001,Gondkhari,2023,15,40,21.177828,78.92351,MH-001_C6,train,cnn_test,1,0
11932,MH-001_2023_R015_C041,MH-001,Gondkhari,2023,15,41,21.177828,78.92378,MH-001_C6,train,cnn_test,2,1
11933,MH-001_2023_R015_C042,MH-001,Gondkhari,2023,15,42,21.177828,78.924049,MH-001_C6,train,cnn_test,1,0
11934,MH-001_2023_R015_C043,MH-001,Gondkhari,2023,15,43,21.177828,78.924319,MH-001_C6,train,cnn_test,1,0
11935,MH-001_2023_R015_C044,MH-001,Gondkhari,2023,15,44,21.177828,78.924588,MH-001_C6,train,cnn_test,0,0
11936,MH-001_2023_R015_C045,MH-001,Gondkhari,2023,15,45,21.177828,78.924858,MH-001_C6,train,cnn_test,1,0
11937,MH-001_2023_R015_C046,MH-001,Gondkhari,2023,15,46,21.177828,78.925127,MH-001_C7,train,cnn_test,2,1
11938,MH-001_2023_R015_C047,MH-001,Gondkhari,2023,15,47,21.177828,78.925397,MH-001_C7,train,cnn_test,1,0
11939,MH-001_2023_R015_C048,MH-001,Gondkhari,2023,15,48,21.177828,78.925666,MH-001_C7,train,cnn_test,1,0
11940,MH-001_2023_R015_C049,MH-001,Gondkhari,2023,15,49,21.177828,78.925936,MH-001_C7,train,cnn_test,3,1
11941,MH-001_2023_R015_C050,MH-001,Gondkhari,2023,15,50,21.177828,78.926205,MH-001_C7,train,cnn_test,2,1
11942,MH-001_2023_R015_C051,MH-001,Gondkhari,2023,15,51,21.177828,78.926475,MH-001_C7,train,cnn_test,2,1
11943,MH-001_2023_R016_C007,MH-001,Gondkhari,2023,16,7,21.177558,78.914617,MH-001_C0,train,cnn_test,0,0
11944,MH-001_2023_R016_C008,MH-001,Gondkhari,2023,16,8,21.177558,78.914887,MH-001_C1,train,cnn_test,2,1
11945,MH-001_2023_R016_C009,MH-001,Gondkhari,2023,16,9,21.177558,78.915156,MH-001_C1,train,cnn_test,1,0
11946,MH-001_2023_R016_C010,MH-001,Gondkhari,2023,16,10,21.177558,78.915426,MH-001_C1,train,cnn_test,0,0
11947,MH-001_2023_R016_C011,MH-001,Gondkhari,2023,16,11,21.177558,78.915695,MH-001_C1,train,cnn_test,0,0
11948,MH-001_2023_R016_C012,MH-001,Gondkhari,2023,16,12,21.177558,78.915965,MH-001_C1,train,cnn_test,0,0
11949,MH-001_2023_R016_C013,MH-001,Gondkhari,2023,16,13,21.177558,78.916234,MH-001_C1,train,cnn_test,0,0
11950,MH-001_2023_R016_C014,MH-001,Gondkhari,2023,16,14,21.177558,78.916504,MH-001_C2,train,cnn_test,1,0
11951,MH-001_2023_R016_C015,MH-001,Gondkhari,2023,16,15,21.177558,78.916773,MH-001_C2,train,cnn_test,1,0
11952,MH-001_2023_R016_C016,MH-001,Gondkhari,2023,16,16,21.177558,78.917043,MH-001_C2,train,cnn_test,1,0
11953,MH-001_2023_R016_C017,MH-001,Gondkhari,2023,16,17,21.177558,78.917312,MH-001_C2,train,cnn_test,0,0
11954,MH-001_2023_R016_C018,MH-001,Gondkhari,2023,16,18,21.177558,78.917582,MH-001_C2,train,cnn_test,0,0
11955,MH-001_2023_R016_C019,MH-001,Gondkhari,2023,16,19,21.177558,78.917851,MH-001_C2,train,cnn_test,0,0
11956,MH-001_2023_R016_C020,MH-001,Gondkhari,2023,16,20,21.177558,78.918121,MH-001_C2,train,cnn_test,1,0
11957,MH-001_2023_R016_C021,MH-001,Gondkhari,2023,16,21,21.177558,78.91839,MH-001_C3,train,cnn_test,1,0
11958,MH-001_2023_R016_C023,MH-001,Gondkhari,2023,16,23,21.177558,78.918929,MH-001_C3,train,cnn_test,0,0
11959,MH-001_2023_R016_C024,MH-001,Gondkhari,2023,16,24,21.177558,78.919199,MH-001_C3,train,cnn_test,0,0
11960,MH-001_2023_R016_C025,MH-001,Gondkhari,2023,16,25,21.177558,78.919468,MH-001_C3,train,cnn_test,0,0
11961,MH-001_2023_R016_C026,MH-001,Gondkhari,2023,16,26,21.177558,78.919738,MH-001_C3,train,cnn_test,0,0
11962,MH-001_2023_R016_C027,MH-001,Gondkhari,2023,16,27,21.177558,78.920007,MH-001_C4,train,cnn_test,0,0
11963,MH-001_2023_R016_C029,MH-001,Gondkhari,2023,16,29,21.177558,78.920546,MH-001_C4,train,cnn_test,0,0
11964,MH-001_2023_R016_C030,MH-001,Gondkhari,2023,16,30,21.177558,78.920816,MH-001_C4,train,cnn_test,0,0
11965,MH-001_2023_R016_C031,MH-001,Gondkhari,2023,16,31,21.177558,78.921085,MH-001_C4,train,cnn_test,1,0
11966,MH-001_2023_R016_C032,MH-001,Gondkhari,2023,16,32,21.177558,78.921355,MH-001_C4,train,cnn_test,1,0
11967,MH-001_2023_R016_C033,MH-001,Gondkhari,2023,16,33,21.177558,78.921624,MH-001_C5,train,cnn_test,1,0
11968,MH-001_2023_R016_C034,MH-001,Gondkhari,2023,16,34,21.177558,78.921894,MH-001_C5,train,cnn_test,1,0
11969,MH-001_2023_R016_C035,MH-001,Gondkhari,2023,16,35,21.177558,78.922163,MH-001_C5,train,cnn_test,2,1
11970,MH-001_2023_R016_C036,MH-001,Gondkhari,2023,16,36,21.177558,78.922433,MH-001_C5,train,cnn_test,2,1
11971,MH-001_2023_R016_C037,MH-001,Gondkhari,2023,16,37,21.177558,78.922702,MH-001_C5,train,cnn_test,2,1
11972,MH-001_2023_R016_C038,MH-001,Gondkhari,2023,16,38,21.177558,78.922972,MH-001_C5,train,cnn_test,2,1
11973,MH-001_2023_R016_C039,MH-001,Gondkhari,2023,16,39,21.177558,78.923241,MH-001_C5,train,cnn_test,3,1
11974,MH-001_2023_R016_C040,MH-001,Gondkhari,2023,16,40,21.177558,78.92351,MH-001_C6,train,cnn_test,1,0
11975,MH-001_2023_R016_C041,MH-001,Gondkhari,2023,16,41,21.177558,78.92378,MH-001_C6,train,cnn_test,1,0
11976,MH-001_2023_R016_C042,MH-001,Gondkhari,2023,16,42,21.177558,78.924049,MH-001_C6,train,cnn_test,1,0
11977,MH-001_2023_R016_C043,MH-001,Gondkhari,2023,16,43,21.177558,78.924319,MH-001_C6,train,cnn_test,2,1
11978,MH-001_2023_R016_C044,MH-001,Gondkhari,2023,16,44,21.177558,78.924588,MH-001_C6,train,cnn_test,1,0
11979,MH-001_2023_R016_C045,MH-001,Gondkhari,2023,16,45,21.177558,78.924858,MH-001_C6,train,cnn_test,2,1
11980,MH-001_2023_R016_C046,MH-001,Gondkhari,2023,16,46,21.177558,78.925127,MH-001_C7,train,cnn_test,2,1
11981,MH-001_2023_R016_C047,MH-001,Gondkhari,2023,16,47,21.177558,78.925397,MH-001_C7,train,cnn_test,1,0
11982,MH-001_2023_R016_C048,MH-001,Gondkhari,2023,16,48,21.177558,78.925666,MH-001_C7,train,cnn_test,0,0
11983,MH-001_2023_R016_C049,MH-001,Gondkhari,2023,16,49,21.177558,78.925936,MH-001_C7,train,cnn_test,2,1
11984,MH-001_2023_R016_C050,MH-001,Gondkhari,2023,16,50,21.177558,78.926205,MH-001_C7,train,cnn_test,0,0
11985,MH-001_2023_R016_C051,MH-001,Gondkhari,2023,16,51,21.177558,78.926475,MH-001_C7,train,cnn_test,0,0
11986,MH-001_2023_R017_C007,MH-001,Gondkhari,2023,17,7,21.177289,78.914617,MH-001_C0,train,cnn_test,0,0
11987,MH-001_2023_R017_C008,MH-001,Gondkhari,2023,17,8,21.177289,78.914887,MH-001_C1,train,cnn_test,1,0
11988,MH-001_2023_R017_C009,MH-001,Gondkhari,2023,17,9,21.177289,78.915156,MH-001_C1,train,cnn_test,0,0
11989,MH-001_2023_R017_C010,MH-001,Gondkhari,2023,17,10,21.177289,78.915426,MH-001_C1,train,cnn_test,0,0
11990,MH-001_2023_R017_C011,MH-001,Gondkhari,2023,17,11,21.177289,78.915695,MH-001_C1,train,cnn_test,0,0
11991,MH-001_2023_R017_C012,MH-001,Gondkhari,2023,17,12,21.177289,78.915965,MH-001_C1,train,cnn_test,0,0
11992,MH-001_2023_R017_C013,MH-001,Gondkhari,2023,17,13,21.177289,78.916234,MH-001_C1,train,cnn_test,1,0
11993,MH-001_2023_R017_C014,MH-001,Gondkhari,2023,17,14,21.177289,78.916504,MH-001_C2,train,cnn_test,1,0
11994,MH-001_2023_R017_C015,MH-001,Gondkhari,2023,17,15,21.177289,78.916773,MH-001_C2,train,cnn_test,1,0
11995,MH-001_2023_R017_C016,MH-001,Gondkhari,2023,17,16,21.177289,78.917043,MH-001_C2,train,cnn_test,1,0
11996,MH-001_2023_R017_C017,MH-001,Gondkhari,2023,17,17,21.177289,78.917312,MH-001_C2,train,cnn_test,0,0
11997,MH-001_2023_R017_C018,MH-001,Gondkhari,2023,17,18,21.177289,78.917582,MH-001_C2,train,cnn_test,1,0
11998,MH-001_2023_R017_C019,MH-001,Gondkhari,2023,17,19,21.177289,78.917851,MH-001_C2,train,cnn_test,1,0
11999,MH-001_2023_R017_C020,MH-001,Gondkhari,2023,17,20,21.177289,78.918121,MH-001_C2,train,cnn_test,0,0
12000,MH-001_2023_R017_C021,MH-001,Gondkhari,2023,17,21,21.177289,78.91839,MH-001_C3,train,cnn_test,2,1
12001,MH-001_2023_R017_C024,MH-001,Gondkhari,2023,17,24,21.177289,78.919199,MH-001_C3,train,cnn_test,1,0
12002,MH-001_2023_R017_C025,MH-001,Gondkhari,2023,17,25,21.177289,78.919468,MH-001_C3,train,cnn_test,1,0
12003,MH-001_2023_R017_C026,MH-001,Gondkhari,2023,17,26,21.177289,78.919738,MH-001_C3,train,cnn_test,1,0
12004,MH-001_2023_R017_C027,MH-001,Gondkhari,2023,17,27,21.177289,78.920007,MH-001_C4,train,cnn_test,1,0
12005,MH-001_2023_R017_C028,MH-001,Gondkhari,2023,17,28,21.177289,78.920277,MH-001_C4,train,cnn_test,0,0
12006,MH-001_2023_R017_C030,MH-001,Gondkhari,2023,17,30,21.177289,78.920816,MH-001_C4,train,cnn_test,0,0
12007,MH-001_2023_R017_C031,MH-001,Gondkhari,2023,17,31,21.177289,78.921085,MH-001_C4,train,cnn_test,1,0
12008,MH-001_2023_R017_C032,MH-001,Gondkhari,2023,17,32,21.177289,78.921355,MH-001_C4,train,cnn_test,1,0
12009,MH-001_2023_R017_C033,MH-001,Gondkhari,2023,17,33,21.177289,78.921624,MH-001_C5,train,cnn_test,0,0
12010,MH-001_2023_R017_C034,MH-001,Gondkhari,2023,17,34,21.177289,78.921894,MH-001_C5,train,cnn_test,0,0
12011,MH-001_2023_R017_C035,MH-001,Gondkhari,2023,17,35,21.177289,78.922163,MH-001_C5,train,cnn_test,1,0
12012,MH-001_2023_R017_C036,MH-001,Gondkhari,2023,17,36,21.177289,78.922433,MH-001_C5,train,cnn_test,1,0
12013,MH-001_2023_R017_C037,MH-001,Gondkhari,2023,17,37,21.177289,78.922702,MH-001_C5,train,cnn_test,1,0
12014,MH-001_2023_R017_C038,MH-001,Gondkhari,2023,17,38,21.177289,78.922972,MH-001_C5,train,cnn_test,2,1
12015,MH-001_2023_R017_C039,MH-001,Gondkhari,2023,17,39,21.177289,78.923241,MH-001_C5,train,cnn_test,1,0
12016,MH-001_2023_R017_C040,MH-001,Gondkhari,2023,17,40,21.177289,78.92351,MH-001_C6,train,cnn_test,0,0
12017,MH-001_2023_R017_C041,MH-001,Gondkhari,2023,17,41,21.177289,78.92378,MH-001_C6,train,cnn_test,0,0
12018,MH-001_2023_R017_C042,MH-001,Gondkhari,2023,17,42,21.177289,78.924049,MH-001_C6,train,cnn_test,0,0
12019,MH-001_2023_R017_C043,MH-001,Gondkhari,2023,17,43,21.177289,78.924319,MH-001_C6,train,cnn_test,0,0
12020,MH-001_2023_R017_C044,MH-001,Gondkhari,2023,17,44,21.177289,78.924588,MH-001_C6,train,cnn_test,0,0
12021,MH-001_2023_R017_C045,MH-001,Gondkhari,2023,17,45,21.177289,78.924858,MH-001_C6,train,cnn_test,2,1
12022,MH-001_2023_R017_C046,MH-001,Gondkhari,2023,17,46,21.177289,78.925127,MH-001_C7,train,cnn_test,2,1
12023,MH-001_2023_R017_C047,MH-001,Gondkhari,2023,17,47,21.177289,78.925397,MH-001_C7,train,cnn_test,0,0
12024,MH-001_2023_R017_C048,MH-001,Gondkhari,2023,17,48,21.177289,78.925666,MH-001_C7,train,cnn_test,1,0
12025,MH-001_2023_R017_C049,MH-001,Gondkhari,2023,17,49,21.177289,78.925936,MH-001_C7,train,cnn_test,0,0
12026,MH-001_2023_R017_C050,MH-001,Gondkhari,2023,17,50,21.177289,78.926205,MH-001_C7,train,cnn_test,0,0
12027,MH-001_2023_R017_C051,MH-001,Gondkhari,2023,17,51,21.177289,78.926475,MH-001_C7,train,cnn_test,0,0
12028,MH-001_2023_R018_C007,MH-001,Gondkhari,2023,18,7,21.177019,78.914617,MH-001_C0,train,cnn_test,0,0
12029,MH-001_2023_R018_C008,MH-001,Gondkhari,2023,18,8,21.177019,78.914887,MH-001_C1,train,cnn_test,0,0
12030,MH-001_2023_R018_C009,MH-001,Gondkhari,2023,18,9,21.177019,78.915156,MH-001_C1,train,cnn_test,0,0
12031,MH-001_2023_R018_C010,MH-001,Gondkhari,2023,18,10,21.177019,78.915426,MH-001_C1,train,cnn_test,1,0
12032,MH-001_2023_R018_C011,MH-001,Gondkhari,2023,18,11,21.177019,78.915695,MH-001_C1,train,cnn_test,2,1
12033,MH-001_2023_R018_C012,MH-001,Gondkhari,2023,18,12,21.177019,78.915965,MH-001_C1,train,cnn_test,0,0
12034,MH-001_2023_R018_C013,MH-001,Gondkhari,2023,18,13,21.177019,78.916234,MH-001_C1,train,cnn_test,1,0
12035,MH-001_2023_R018_C014,MH-001,Gondkhari,2023,18,14,21.177019,78.916504,MH-001_C2,train,cnn_test,2,1
12036,MH-001_2023_R018_C015,MH-001,Gondkhari,2023,18,15,21.177019,78.916773,MH-001_C2,train,cnn_test,1,0
12037,MH-001_2023_R018_C016,MH-001,Gondkhari,2023,18,16,21.177019,78.917043,MH-001_C2,train,cnn_test,1,0
12038,MH-001_2023_R018_C018,MH-001,Gondkhari,2023,18,18,21.177019,78.917582,MH-001_C2,train,cnn_test,1,0
12039,MH-001_2023_R018_C019,MH-001,Gondkhari,2023,18,19,21.177019,78.917851,MH-001_C2,train,cnn_test,1,0
12040,MH-001_2023_R018_C020,MH-001,Gondkhari,2023,18,20,21.177019,78.918121,MH-001_C2,train,cnn_test,0,0
12041,MH-001_2023_R018_C024,MH-001,Gondkhari,2023,18,24,21.177019,78.919199,MH-001_C3,train,cnn_test,0,0
12042,MH-001_2023_R018_C025,MH-001,Gondkhari,2023,18,25,21.177019,78.919468,MH-001_C3,train,cnn_test,0,0
12043,MH-001_2023_R018_C026,MH-001,Gondkhari,2023,18,26,21.177019,78.919738,MH-001_C3,train,cnn_test,0,0
12044,MH-001_2023_R018_C027,MH-001,Gondkhari,2023,18,27,21.177019,78.920007,MH-001_C4,train,cnn_test,0,0
12045,MH-001_2023_R018_C028,MH-001,Gondkhari,2023,18,28,21.177019,78.920277,MH-001_C4,train,cnn_test,0,0
12046,MH-001_2023_R018_C030,MH-001,Gondkhari,2023,18,30,21.177019,78.920816,MH-001_C4,train,cnn_test,0,0
12047,MH-001_2023_R018_C031,MH-001,Gondkhari,2023,18,31,21.177019,78.921085,MH-001_C4,train,cnn_test,1,0
12048,MH-001_2023_R018_C032,MH-001,Gondkhari,2023,18,32,21.177019,78.921355,MH-001_C4,train,cnn_test,0,0
12049,MH-001_2023_R018_C033,MH-001,Gondkhari,2023,18,33,21.177019,78.921624,MH-001_C5,train,cnn_test,0,0
12050,MH-001_2023_R018_C034,MH-001,Gondkhari,2023,18,34,21.177019,78.921894,MH-001_C5,train,cnn_test,0,0
12051,MH-001_2023_R018_C035,MH-001,Gondkhari,2023,18,35,21.177019,78.922163,MH-001_C5,train,cnn_test,0,0
12052,MH-001_2023_R018_C036,MH-001,Gondkhari,2023,18,36,21.177019,78.922433,MH-001_C5,train,cnn_test,0,0
12053,MH-001_2023_R018_C037,MH-001,Gondkhari,2023,18,37,21.177019,78.922702,MH-001_C5,train,cnn_test,0,0
12054,MH-001_2023_R018_C038,MH-001,Gondkhari,2023,18,38,21.177019,78.922972,MH-001_C5,train,cnn_test,0,0
12055,MH-001_2023_R018_C039,MH-001,Gondkhari,2023,18,39,21.177019,78.923241,MH-001_C5,train,cnn_test,0,0
12056,MH-001_2023_R018_C040,MH-001,Gondkhari,2023,18,40,21.177019,78.92351,MH-001_C6,train,cnn_test,2,1
12057,MH-001_2023_R018_C041,MH-001,Gondkhari,2023,18,41,21.177019,78.92378,MH-001_C6,train,cnn_test,2,1
12058,MH-001_2023_R018_C042,MH-001,Gondkhari,2023,18,42,21.177019,78.924049,MH-001_C6,train,cnn_test,1,0
12059,MH-001_2023_R018_C043,MH-001,Gondkhari,2023,18,43,21.177019,78.924319,MH-001_C6,train,cnn_test,0,0
12060,MH-001_2023_R018_C044,MH-001,Gondkhari,2023,18,44,21.177019,78.924588,MH-001_C6,train,cnn_test,1,0
12061,MH-001_2023_R018_C045,MH-001,Gondkhari,2023,18,45,21.177019,78.924858,MH-001_C6,train,cnn_test,1,0
12062,MH-001_2023_R018_C046,MH-001,Gondkhari,2023,18,46,21.177019,78.925127,MH-001_C7,train,cnn_test,2,1
12063,MH-001_2023_R018_C047,MH-001,Gondkhari,2023,18,47,21.177019,78.925397,MH-001_C7,train,cnn_test,1,0
12064,MH-001_2023_R018_C051,MH-001,Gondkhari,2023,18,51,21.177019,78.926475,MH-001_C7,train,cnn_test,0,0
12065,MH-001_2023_R019_C008,MH-001,Gondkhari,2023,19,8,21.17675,78.914887,MH-001_C1,train,cnn_test,0,0
12066,MH-001_2023_R019_C009,MH-001,Gondkhari,2023,19,9,21.17675,78.915156,MH-001_C1,train,cnn_test,1,0
12067,MH-001_2023_R019_C010,MH-001,Gondkhari,2023,19,10,21.17675,78.915426,MH-001_C1,train,cnn_test,0,0
12068,MH-001_2023_R019_C011,MH-001,Gondkhari,2023,19,11,21.17675,78.915695,MH-001_C1,train,cnn_test,1,0
12069,MH-001_2023_R019_C012,MH-001,Gondkhari,2023,19,12,21.17675,78.915965,MH-001_C1,train,cnn_test,1,0
12070,MH-001_2023_R019_C013,MH-001,Gondkhari,2023,19,13,21.17675,78.916234,MH-001_C1,train,cnn_test,1,0
12071,MH-001_2023_R019_C014,MH-001,Gondkhari,2023,19,14,21.17675,78.916504,MH-001_C2,train,cnn_test,1,0
12072,MH-001_2023_R019_C015,MH-001,Gondkhari,2023,19,15,21.17675,78.916773,MH-001_C2,train,cnn_test,1,0
12073,MH-001_2023_R019_C016,MH-001,Gondkhari,2023,19,16,21.17675,78.917043,MH-001_C2,train,cnn_test,1,0
12074,MH-001_2023_R019_C018,MH-001,Gondkhari,2023,19,18,21.17675,78.917582,MH-001_C2,train,cnn_test,0,0
12075,MH-001_2023_R019_C019,MH-001,Gondkhari,2023,19,19,21.17675,78.917851,MH-001_C2,train,cnn_test,0,0
12076,MH-001_2023_R019_C020,MH-001,Gondkhari,2023,19,20,21.17675,78.918121,MH-001_C2,train,cnn_test,0,0
12077,MH-001_2023_R019_C021,MH-001,Gondkhari,2023,19,21,21.17675,78.91839,MH-001_C3,train,cnn_test,1,0
12078,MH-001_2023_R019_C026,MH-001,Gondkhari,2023,19,26,21.17675,78.919738,MH-001_C3,train,cnn_test,0,0
12079,MH-001_2023_R019_C027,MH-001,Gondkhari,2023,19,27,21.17675,78.920007,MH-001_C4,train,cnn_test,0,0
12080,MH-001_2023_R019_C028,MH-001,Gondkhari,2023,19,28,21.17675,78.920277,MH-001_C4,train,cnn_test,0,0
12081,MH-001_2023_R019_C029,MH-001,Gondkhari,2023,19,29,21.17675,78.920546,MH-001_C4,train,cnn_test,1,0
12082,MH-001_2023_R019_C030,MH-001,Gondkhari,2023,19,30,21.17675,78.920816,MH-001_C4,train,cnn_test,1,0
12083,MH-001_2023_R019_C031,MH-001,Gondkhari,2023,19,31,21.17675,78.921085,MH-001_C4,train,cnn_test,0,0
12084,MH-001_2023_R019_C032,MH-001,Gondkhari,2023,19,32,21.17675,78.921355,MH-001_C4,train,cnn_test,1,0
12085,MH-001_2023_R019_C033,MH-001,Gondkhari,2023,19,33,21.17675,78.921624,MH-001_C5,train,cnn_test,0,0
12086,MH-001_2023_R019_C034,MH-001,Gondkhari,2023,19,34,21.17675,78.921894,MH-001_C5,train,cnn_test,0,0
12087,MH-001_2023_R019_C035,MH-001,Gondkhari,2023,19,35,21.17675,78.922163,MH-001_C5,train,cnn_test,0,0
12088,MH-001_2023_R019_C036,MH-001,Gondkhari,2023,19,36,21.17675,78.922433,MH-001_C5,train,cnn_test,1,0
12089,MH-001_2023_R019_C037,MH-001,Gondkhari,2023,19,37,21.17675,78.922702,MH-001_C5,train,cnn_test,1,0
12090,MH-001_2023_R019_C038,MH-001,Gondkhari,2023,19,38,21.17675,78.922972,MH-001_C5,train,cnn_test,2,1
12091,MH-001_2023_R019_C039,MH-001,Gondkhari,2023,19,39,21.17675,78.923241,MH-001_C5,train,cnn_test,2,1
12092,MH-001_2023_R019_C040,MH-001,Gondkhari,2023,19,40,21.17675,78.92351,MH-001_C6,train,cnn_test,2,1
12093,MH-001_2023_R019_C041,MH-001,Gondkhari,2023,19,41,21.17675,78.92378,MH-001_C6,train,cnn_test,2,1
12094,MH-001_2023_R019_C042,MH-001,Gondkhari,2023,19,42,21.17675,78.924049,MH-001_C6,train,cnn_test,2,1
12095,MH-001_2023_R019_C043,MH-001,Gondkhari,2023,19,43,21.17675,78.924319,MH-001_C6,train,cnn_test,1,0
12096,MH-001_2023_R019_C044,MH-001,Gondkhari,2023,19,44,21.17675,78.924588,MH-001_C6,train,cnn_test,1,0
12097,MH-001_2023_R019_C045,MH-001,Gondkhari,2023,19,45,21.17675,78.924858,MH-001_C6,train,cnn_test,0,0
12098,MH-001_2023_R019_C046,MH-001,Gondkhari,2023,19,46,21.17675,78.925127,MH-001_C7,train,cnn_test,0,0
12099,MH-001_2023_R019_C047,MH-001,Gondkhari,2023,19,47,21.17675,78.925397,MH-001_C7,train,cnn_test,1,0
12100,MH-001_2023_R019_C048,MH-001,Gondkhari,2023,19,48,21.17675,78.925666,MH-001_C7,train,cnn_test,0,0
12101,MH-001_2023_R019_C049,MH-001,Gondkhari,2023,19,49,21.17675,78.925936,MH-001_C7,train,cnn_test,0,0
12102,MH-001_2023_R019_C050,MH-001,Gondkhari,2023,19,50,21.17675,78.926205,MH-001_C7,train,cnn_test,0,0
12103,MH-001_2023_R020_C008,MH-001,Gondkhari,2023,20,8,21.17648,78.914887,MH-001_C1,train,cnn_test,0,0
12104,MH-001_2023_R020_C009,MH-001,Gondkhari,2023,20,9,21.17648,78.915156,MH-001_C1,train,cnn_test,0,0
12105,MH-001_2023_R020_C010,MH-001,Gondkhari,2023,20,10,21.17648,78.915426,MH-001_C1,train,cnn_test,0,0
12106,MH-001_2023_R020_C011,MH-001,Gondkhari,2023,20,11,21.17648,78.915695,MH-001_C1,train,cnn_test,1,0
12107,MH-001_2023_R020_C012,MH-001,Gondkhari,2023,20,12,21.17648,78.915965,MH-001_C1,train,cnn_test,1,0
12108,MH-001_2023_R020_C013,MH-001,Gondkhari,2023,20,13,21.17648,78.916234,MH-001_C1,train,cnn_test,1,0
12109,MH-001_2023_R020_C014,MH-001,Gondkhari,2023,20,14,21.17648,78.916504,MH-001_C2,train,cnn_test,1,0
12110,MH-001_2023_R020_C015,MH-001,Gondkhari,2023,20,15,21.17648,78.916773,MH-001_C2,train,cnn_test,1,0
