temporal_sample_id,project_id,center_latitude,center_longitude,center_row,center_col,cnn_spatial_split,target
MH-001_21.148722_78.92378,MH-001,21.148722,78.92378,123,41,cnn_train,0
MH-001_21.148722_78.924049,MH-001,21.148722,78.924049,123,42,cnn_train,0
MH-001_21.148722_78.924319,MH-001,21.148722,78.924319,123,43,cnn_train,0
MH-001_21.148722_78.924588,MH-001,21.148722,78.924588,123,44,cnn_train,0
MH-001_21.148722_78.924858,MH-001,21.148722,78.924858,123,45,cnn_train,0
MH-001_21.148722_78.925127,MH-001,21.148722,78.925127,123,46,cnn_train,0
MH-001_21.148722_78.925397,MH-001,21.148722,78.925397,123,47,cnn_train,0
MH-001_21.148722_78.925666,MH-001,21.148722,78.925666,123,48,cnn_train,0
MH-001_21.148722_78.930248,MH-001,21.148722,78.930248,123,65,cnn_train,0
MH-001_21.148722_78.931865,MH-001,21.148722,78.931865,123,71,cnn_train,0
MH-001_21.148722_78.932134,MH-001,21.148722,78.932134,123,72,cnn_train,0
MH-001_21.148722_78.937255,MH-001,21.148722,78.937255,123,91,cnn_train,0
MH-001_21.148722_78.937524,MH-001,21.148722,78.937524,123,92,cnn_train,0
MH-001_21.148722_78.937794,MH-001,21.148722,78.937794,123,93,cnn_train,1
MH-001_21.148722_78.938063,MH-001,21.148722,78.938063,123,94,cnn_train,0
MH-001_21.148722_78.938333,MH-001,21.148722,78.938333,123,95,cnn_train,0
MH-001_21.148453_78.918121,MH-001,21.148453,78.918121,124,20,cnn_train,0
MH-001_21.148453_78.91839,MH-001,21.148453,78.91839,124,21,cnn_train,0
MH-001_21.148453_78.91866,MH-001,21.148453,78.91866,124,22,cnn_train,0
MH-001_21.148453_78.918929,MH-001,21.148453,78.918929,124,23,cnn_train,0
MH-001_21.148453_78.919199,MH-001,21.148453,78.919199,124,24,cnn_train,0
MH-001_21.148453_78.919468,MH-001,21.148453,78.919468,124,25,cnn_train,0
MH-001_21.148453_78.919738,MH-001,21.148453,78.919738,124,26,cnn_train,0
MH-001_21.148453_78.920007,MH-001,21.148453,78.920007,124,27,cnn_train,0
MH-001_21.148453_78.920277,MH-001,21.148453,78.920277,124,28,cnn_train,0
MH-001_21.148453_78.920546,MH-001,21.148453,78.920546,124,29,cnn_train,0
MH-001_21.148453_78.920816,MH-001,21.148453,78.920816,124,30,cnn_train,0
MH-001_21.148453_78.921085,MH-001,21.148453,78.921085,124,31,cnn_train,0
MH-001_21.148453_78.921355,MH-001,21.148453,78.921355,124,32,cnn_train,0
MH-001_21.148453_78.921624,MH-001,21.148453,78.921624,124,33,cnn_train,0
MH-001_21.148453_78.921894,MH-001,21.148453,78.921894,124,34,cnn_train,0
MH-001_21.148453_78.922163,MH-001,21.148453,78.922163,124,35,cnn_train,0
MH-001_21.148453_78.922433,MH-001,21.148453,78.922433,124,36,cnn_train,0
MH-001_21.148453_78.922702,MH-001,21.148453,78.922702,124,37,cnn_train,0
MH-001_21.148453_78.922972,MH-001,21.148453,78.922972,124,38,cnn_train,0
MH-001_21.148453_78.923241,MH-001,21.148453,78.923241,124,39,cnn_train,0
MH-001_21.148453_78.92351,MH-001,21.148453,78.92351,124,40,cnn_train,0
MH-001_21.148453_78.92378,MH-001,21.148453,78.92378,124,41,cnn_train,0
MH-001_21.148453_78.924049,MH-001,21.148453,78.924049,124,42,cnn_train,0
MH-001_21.148453_78.924319,MH-001,21.148453,78.924319,124,43,cnn_train,0
MH-001_21.148453_78.924588,MH-001,21.148453,78.924588,124,44,cnn_train,0
MH-001_21.148453_78.924858,MH-001,21.148453,78.924858,124,45,cnn_train,0
MH-001_21.148453_78.925127,MH-001,21.148453,78.925127,124,46,cnn_train,0
MH-001_21.148453_78.926475,MH-001,21.148453,78.926475,124,51,cnn_train,0
MH-001_21.148453_78.930248,MH-001,21.148453,78.930248,124,65,cnn_train,0
MH-001_21.148453_78.930517,MH-001,21.148453,78.930517,124,66,cnn_train,0
MH-001_21.148453_78.931056,MH-001,21.148453,78.931056,124,68,cnn_train,0
MH-001_21.148453_78.931865,MH-001,21.148453,78.931865,124,71,cnn_train,0
MH-001_21.148453_78.937255,MH-001,21.148453,78.937255,124,91,cnn_train,0
MH-001_21.148453_78.937524,MH-001,21.148453,78.937524,124,92,cnn_train,0
MH-001_21.148453_78.937794,MH-001,21.148453,78.937794,124,93,cnn_train,1
MH-001_21.148453_78.938063,MH-001,21.148453,78.938063,124,94,cnn_train,0
MH-001_21.148453_78.938333,MH-001,21.148453,78.938333,124,95,cnn_train,0
MH-001_21.148183_78.918121,MH-001,21.148183,78.918121,125,20,cnn_train,0
MH-001_21.148183_78.91839,MH-001,21.148183,78.91839,125,21,cnn_train,0
MH-001_21.148183_78.91866,MH-001,21.148183,78.91866,125,22,cnn_train,0
MH-001_21.148183_78.918929,MH-001,21.148183,78.918929,125,23,cnn_train,0
MH-001_21.148183_78.919199,MH-001,21.148183,78.919199,125,24,cnn_train,0
MH-001_21.148183_78.919468,MH-001,21.148183,78.919468,125,25,cnn_train,0
MH-001_21.148183_78.919738,MH-001,21.148183,78.919738,125,26,cnn_train,0
MH-001_21.148183_78.920007,MH-001,21.148183,78.920007,125,27,cnn_train,0
MH-001_21.148183_78.920277,MH-001,21.148183,78.920277,125,28,cnn_train,0
MH-001_21.148183_78.920546,MH-001,21.148183,78.920546,125,29,cnn_train,0
MH-001_21.148183_78.920816,MH-001,21.148183,78.920816,125,30,cnn_train,0
MH-001_21.148183_78.921085,MH-001,21.148183,78.921085,125,31,cnn_train,0
MH-001_21.148183_78.921355,MH-001,21.148183,78.921355,125,32,cnn_train,0
MH-001_21.148183_78.921624,MH-001,21.148183,78.921624,125,33,cnn_train,0
MH-001_21.148183_78.921894,MH-001,21.148183,78.921894,125,34,cnn_train,0
MH-001_21.148183_78.922163,MH-001,21.148183,78.922163,125,35,cnn_train,0
MH-001_21.148183_78.922433,MH-001,21.148183,78.922433,125,36,cnn_train,0
MH-001_21.148183_78.922702,MH-001,21.148183,78.922702,125,37,cnn_train,0
MH-001_21.148183_78.922972,MH-001,21.148183,78.922972,125,38,cnn_train,0
MH-001_21.148183_78.923241,MH-001,21.148183,78.923241,125,39,cnn_train,0
MH-001_21.148183_78.92351,MH-001,21.148183,78.92351,125,40,cnn_train,0
MH-001_21.148183_78.92378,MH-001,21.148183,78.92378,125,41,cnn_train,0
MH-001_21.148183_78.924049,MH-001,21.148183,78.924049,125,42,cnn_train,0
MH-001_21.148183_78.924319,MH-001,21.148183,78.924319,125,43,cnn_train,0
MH-001_21.148183_78.924588,MH-001,21.148183,78.924588,125,44,cnn_train,0
MH-001_21.148183_78.925127,MH-001,21.148183,78.925127,125,46,cnn_train,0
MH-001_21.148183_78.926205,MH-001,21.148183,78.926205,125,50,cnn_train,0
MH-001_21.148183_78.926475,MH-001,21.148183,78.926475,125,51,cnn_train,0
MH-001_21.148183_78.930248,MH-001,21.148183,78.930248,125,65,cnn_train,0
MH-001_21.148183_78.930517,MH-001,21.148183,78.930517,125,66,cnn_train,0
MH-001_21.148183_78.931056,MH-001,21.148183,78.931056,125,68,cnn_train,0
MH-001_21.148183_78.931865,MH-001,21.148183,78.931865,125,71,cnn_train,0
MH-001_21.148183_78.932404,MH-001,21.148183,78.932404,125,73,cnn_train,0
MH-001_21.148183_78.937524,MH-001,21.148183,78.937524,125,92,cnn_train,0
MH-001_21.148183_78.937794,MH-001,21.148183,78.937794,125,93,cnn_train,1
MH-001_21.147914_78.91839,MH-001,21.147914,78.91839,126,21,cnn_train,0
MH-001_21.147914_78.91866,MH-001,21.147914,78.91866,126,22,cnn_train,0
MH-001_21.147914_78.918929,MH-001,21.147914,78.918929,126,23,cnn_train,0
MH-001_21.147914_78.919199,MH-001,21.147914,78.919199,126,24,cnn_train,0
MH-001_21.147914_78.919468,MH-001,21.147914,78.919468,126,25,cnn_train,0
MH-001_21.147914_78.919738,MH-001,21.147914,78.919738,126,26,cnn_train,0
MH-001_21.147914_78.920007,MH-001,21.147914,78.920007,126,27,cnn_train,0
MH-001_21.147914_78.920277,MH-001,21.147914,78.920277,126,28,cnn_train,0
MH-001_21.147914_78.920546,MH-001,21.147914,78.920546,126,29,cnn_train,0
MH-001_21.147914_78.920816,MH-001,21.147914,78.920816,126,30,cnn_train,0
MH-001_21.147914_78.921085,MH-001,21.147914,78.921085,126,31,cnn_train,0
MH-001_21.147914_78.921355,MH-001,21.147914,78.921355,126,32,cnn_train,0
MH-001_21.147914_78.921624,MH-001,21.147914,78.921624,126,33,cnn_train,0
MH-001_21.147914_78.921894,MH-001,21.147914,78.921894,126,34,cnn_train,0
MH-001_21.147914_78.922163,MH-001,21.147914,78.922163,126,35,cnn_train,0
MH-001_21.147914_78.922433,MH-001,21.147914,78.922433,126,36,cnn_train,0
MH-001_21.147914_78.922702,MH-001,21.147914,78.922702,126,37,cnn_train,0
MH-001_21.147914_78.922972,MH-001,21.147914,78.922972,126,38,cnn_train,0
MH-001_21.147914_78.923241,MH-001,21.147914,78.923241,126,39,cnn_train,0
MH-001_21.147914_78.92351,MH-001,21.147914,78.92351,126,40,cnn_train,0
MH-001_21.147914_78.92378,MH-001,21.147914,78.92378,126,41,cnn_train,0
MH-001_21.147914_78.924049,MH-001,21.147914,78.924049,126,42,cnn_train,0
MH-001_21.147914_78.924319,MH-001,21.147914,78.924319,126,43,cnn_train,0
MH-001_21.147914_78.924588,MH-001,21.147914,78.924588,126,44,cnn_train,0
MH-001_21.147914_78.926205,MH-001,21.147914,78.926205,126,50,cnn_train,0
MH-001_21.147914_78.926475,MH-001,21.147914,78.926475,126,51,cnn_train,0
MH-001_21.147914_78.930248,MH-001,21.147914,78.930248,126,65,cnn_train,0
MH-001_21.147914_78.930517,MH-001,21.147914,78.930517,126,66,cnn_train,0
MH-001_21.147914_78.930787,MH-001,21.147914,78.930787,126,67,cnn_train,0
MH-001_21.147914_78.931326,MH-001,21.147914,78.931326,126,69,cnn_train,0
MH-001_21.147914_78.931595,MH-001,21.147914,78.931595,126,70,cnn_train,0
MH-001_21.147914_78.932134,MH-001,21.147914,78.932134,126,72,cnn_train,0
MH-001_21.147914_78.932404,MH-001,21.147914,78.932404,126,73,cnn_train,0
MH-001_21.147914_78.932673,MH-001,21.147914,78.932673,126,74,cnn_train,0
MH-001_21.147914_78.932943,MH-001,21.147914,78.932943,126,75,cnn_train,0
MH-001_21.147914_78.937255,MH-001,21.147914,78.937255,126,91,cnn_train,0
MH-001_21.147914_78.937524,MH-001,21.147914,78.937524,126,92,cnn_train,0
MH-001_21.147914_78.937794,MH-001,21.147914,78.937794,126,93,cnn_train,1
MH-001_21.147914_78.938063,MH-001,21.147914,78.938063,126,94,cnn_train,1
MH-001_21.147914_78.938333,MH-001,21.147914,78.938333,126,95,cnn_train,0
MH-001_21.147914_78.938602,MH-001,21.147914,78.938602,126,96,cnn_train,0
MH-001_21.147644_78.91839,MH-001,21.147644,78.91839,127,21,cnn_train,0
MH-001_21.147644_78.91866,MH-001,21.147644,78.91866,127,22,cnn_train,0
MH-001_21.147644_78.918929,MH-001,21.147644,78.918929,127,23,cnn_train,0
MH-001_21.147644_78.919199,MH-001,21.147644,78.919199,127,24,cnn_train,0
MH-001_21.147644_78.919468,MH-001,21.147644,78.919468,127,25,cnn_train,0
MH-001_21.147644_78.919738,MH-001,21.147644,78.919738,127,26,cnn_train,0
MH-001_21.147644_78.920007,MH-001,21.147644,78.920007,127,27,cnn_train,0
MH-001_21.147644_78.920277,MH-001,21.147644,78.920277,127,28,cnn_train,0
MH-001_21.147644_78.920546,MH-001,21.147644,78.920546,127,29,cnn_train,0
MH-001_21.147644_78.920816,MH-001,21.147644,78.920816,127,30,cnn_train,0
MH-001_21.147644_78.921085,MH-001,21.147644,78.921085,127,31,cnn_train,0
MH-001_21.147644_78.921355,MH-001,21.147644,78.921355,127,32,cnn_train,0
MH-001_21.147644_78.921624,MH-001,21.147644,78.921624,127,33,cnn_train,0
MH-001_21.147644_78.921894,MH-001,21.147644,78.921894,127,34,cnn_train,0
MH-001_21.147644_78.922163,MH-001,21.147644,78.922163,127,35,cnn_train,0
MH-001_21.147644_78.922433,MH-001,21.147644,78.922433,127,36,cnn_train,0
MH-001_21.147644_78.922702,MH-001,21.147644,78.922702,127,37,cnn_train,0
MH-001_21.147644_78.922972,MH-001,21.147644,78.922972,127,38,cnn_train,0
MH-001_21.147644_78.923241,MH-001,21.147644,78.923241,127,39,cnn_train,0
MH-001_21.147644_78.92351,MH-001,21.147644,78.92351,127,40,cnn_train,0
MH-001_21.147644_78.92378,MH-001,21.147644,78.92378,127,41,cnn_train,0
MH-001_21.147644_78.924049,MH-001,21.147644,78.924049,127,42,cnn_train,0
MH-001_21.147644_78.924319,MH-001,21.147644,78.924319,127,43,cnn_train,0
MH-001_21.147644_78.924858,MH-001,21.147644,78.924858,127,45,cnn_train,0
MH-001_21.147644_78.925127,MH-001,21.147644,78.925127,127,46,cnn_train,0
MH-001_21.147644_78.930248,MH-001,21.147644,78.930248,127,65,cnn_train,0
MH-001_21.147644_78.930517,MH-001,21.147644,78.930517,127,66,cnn_train,0
MH-001_21.147644_78.930787,MH-001,21.147644,78.930787,127,67,cnn_train,0
MH-001_21.147644_78.931056,MH-001,21.147644,78.931056,127,68,cnn_train,0
MH-001_21.147644_78.931326,MH-001,21.147644,78.931326,127,69,cnn_train,0
MH-001_21.147644_78.932134,MH-001,21.147644,78.932134,127,72,cnn_train,0
MH-001_21.147644_78.932404,MH-001,21.147644,78.932404,127,73,cnn_train,0
MH-001_21.147644_78.932673,MH-001,21.147644,78.932673,127,74,cnn_train,0
MH-001_21.147644_78.932943,MH-001,21.147644,78.932943,127,75,cnn_train,0
MH-001_21.147644_78.933212,MH-001,21.147644,78.933212,127,76,cnn_train,0
MH-001_21.147644_78.937255,MH-001,21.147644,78.937255,127,91,cnn_train,1
MH-001_21.147644_78.937524,MH-001,21.147644,78.937524,127,92,cnn_train,1
MH-001_21.147644_78.937794,MH-001,21.147644,78.937794,127,93,cnn_train,1
MH-001_21.147644_78.938063,MH-001,21.147644,78.938063,127,94,cnn_train,0
MH-001_21.147644_78.938333,MH-001,21.147644,78.938333,127,95,cnn_train,0
MH-001_21.147644_78.938602,MH-001,21.147644,78.938602,127,96,cnn_train,0
MH-001_21.147375_78.91866,MH-001,21.147375,78.91866,128,22,cnn_train,0
MH-001_21.147375_78.918929,MH-001,21.147375,78.918929,128,23,cnn_train,0
MH-001_21.147375_78.919199,MH-001,21.147375,78.919199,128,24,cnn_train,0
MH-001_21.147375_78.919468,MH-001,21.147375,78.919468,128,25,cnn_train,0
MH-001_21.147375_78.919738,MH-001,21.147375,78.919738,128,26,cnn_train,0
MH-001_21.147375_78.920007,MH-001,21.147375,78.920007,128,27,cnn_train,0
MH-001_21.147375_78.920277,MH-001,21.147375,78.920277,128,28,cnn_train,0
MH-001_21.147375_78.920546,MH-001,21.147375,78.920546,128,29,cnn_train,0
MH-001_21.147375_78.920816,MH-001,21.147375,78.920816,128,30,cnn_train,0
MH-001_21.147375_78.921085,MH-001,21.147375,78.921085,128,31,cnn_train,0
MH-001_21.147375_78.921355,MH-001,21.147375,78.921355,128,32,cnn_train,0
MH-001_21.147375_78.921624,MH-001,21.147375,78.921624,128,33,cnn_train,0
MH-001_21.147375_78.921894,MH-001,21.147375,78.921894,128,34,cnn_train,0
MH-001_21.147375_78.922163,MH-001,21.147375,78.922163,128,35,cnn_train,0
MH-001_21.147375_78.922433,MH-001,21.147375,78.922433,128,36,cnn_train,0
MH-001_21.147375_78.922702,MH-001,21.147375,78.922702,128,37,cnn_train,0
MH-001_21.147375_78.922972,MH-001,21.147375,78.922972,128,38,cnn_train,0
MH-001_21.147375_78.923241,MH-001,21.147375,78.923241,128,39,cnn_train,0
MH-001_21.147375_78.92351,MH-001,21.147375,78.92351,128,40,cnn_train,0
MH-001_21.147375_78.92378,MH-001,21.147375,78.92378,128,41,cnn_train,0
MH-001_21.147375_78.924049,MH-001,21.147375,78.924049,128,42,cnn_train,0
MH-001_21.147375_78.924319,MH-001,21.147375,78.924319,128,43,cnn_train,0
MH-001_21.147375_78.924588,MH-001,21.147375,78.924588,128,44,cnn_train,0
MH-001_21.147375_78.925666,MH-001,21.147375,78.925666,128,48,cnn_train,0
MH-001_21.147375_78.926205,MH-001,21.147375,78.926205,128,50,cnn_train,0
MH-001_21.147375_78.930248,MH-001,21.147375,78.930248,128,65,cnn_train,0
MH-001_21.147375_78.930517,MH-001,21.147375,78.930517,128,66,cnn_train,0
MH-001_21.147375_78.930787,MH-001,21.147375,78.930787,128,67,cnn_train,0
MH-001_21.147375_78.931056,MH-001,21.147375,78.931056,128,68,cnn_train,0
MH-001_21.147375_78.931326,MH-001,21.147375,78.931326,128,69,cnn_train,0
MH-001_21.147375_78.931595,MH-001,21.147375,78.931595,128,70,cnn_train,0
MH-001_21.147375_78.931865,MH-001,21.147375,78.931865,128,71,cnn_train,0
MH-001_21.147375_78.932134,MH-001,21.147375,78.932134,128,72,cnn_train,0
MH-001_21.147375_78.932404,MH-001,21.147375,78.932404,128,73,cnn_train,0
MH-001_21.147375_78.932673,MH-001,21.147375,78.932673,128,74,cnn_train,0
MH-001_21.147375_78.932943,MH-001,21.147375,78.932943,128,75,cnn_train,0
MH-001_21.147375_78.933212,MH-001,21.147375,78.933212,128,76,cnn_train,0
MH-001_21.147375_78.933482,MH-001,21.147375,78.933482,128,77,cnn_train,0
MH-001_21.147375_78.937255,MH-001,21.147375,78.937255,128,91,cnn_train,1
MH-001_21.147375_78.937524,MH-001,21.147375,78.937524,128,92,cnn_train,1
MH-001_21.147375_78.937794,MH-001,21.147375,78.937794,128,93,cnn_train,1
MH-001_21.147375_78.938063,MH-001,21.147375,78.938063,128,94,cnn_train,0
MH-001_21.147375_78.938333,MH-001,21.147375,78.938333,128,95,cnn_train,0
MH-001_21.147375_78.938602,MH-001,21.147375,78.938602,128,96,cnn_train,0
MH-001_21.147105_78.91866,MH-001,21.147105,78.91866,129,22,cnn_train,0
MH-001_21.147105_78.918929,MH-001,21.147105,78.918929,129,23,cnn_train,0
MH-001_21.147105_78.919199,MH-001,21.147105,78.919199,129,24,cnn_train,0
MH-001_21.147105_78.919468,MH-001,21.147105,78.919468,129,25,cnn_train,0
MH-001_21.147105_78.919738,MH-001,21.147105,78.919738,129,26,cnn_train,0
MH-001_21.147105_78.920007,MH-001,21.147105,78.920007,129,27,cnn_train,0
MH-001_21.147105_78.920277,MH-001,21.147105,78.920277,129,28,cnn_train,0
MH-001_21.147105_78.920546,MH-001,21.147105,78.920546,129,29,cnn_train,0
MH-001_21.147105_78.920816,MH-001,21.147105,78.920816,129,30,cnn_train,0
MH-001_21.147105_78.921085,MH-001,21.147105,78.921085,129,31,cnn_train,0
MH-001_21.147105_78.921355,MH-001,21.147105,78.921355,129,32,cnn_train,0
MH-001_21.147105_78.922163,MH-001,21.147105,78.922163,129,35,cnn_train,0
MH-001_21.147105_78.922433,MH-001,21.147105,78.922433,129,36,cnn_train,0
MH-001_21.147105_78.922702,MH-001,21.147105,78.922702,129,37,cnn_train,0
MH-001_21.147105_78.922972,MH-001,21.147105,78.922972,129,38,cnn_train,0
MH-001_21.147105_78.923241,MH-001,21.147105,78.923241,129,39,cnn_train,0
MH-001_21.147105_78.92351,MH-001,21.147105,78.92351,129,40,cnn_train,0
MH-001_21.147105_78.924319,MH-001,21.147105,78.924319,129,43,cnn_train,0
MH-001_21.147105_78.925127,MH-001,21.147105,78.925127,129,46,cnn_train,1
MH-001_21.147105_78.925397,MH-001,21.147105,78.925397,129,47,cnn_train,0
MH-001_21.147105_78.930248,MH-001,21.147105,78.930248,129,65,cnn_train,0
MH-001_21.147105_78.930517,MH-001,21.147105,78.930517,129,66,cnn_train,0
MH-001_21.147105_78.930787,MH-001,21.147105,78.930787,129,67,cnn_train,0
MH-001_21.147105_78.931056,MH-001,21.147105,78.931056,129,68,cnn_train,0
MH-001_21.147105_78.931326,MH-001,21.147105,78.931326,129,69,cnn_train,0
MH-001_21.147105_78.931595,MH-001,21.147105,78.931595,129,70,cnn_train,0
MH-001_21.147105_78.931865,MH-001,21.147105,78.931865,129,71,cnn_train,0
MH-001_21.147105_78.932943,MH-001,21.147105,78.932943,129,75,cnn_train,0
MH-001_21.147105_78.933212,MH-001,21.147105,78.933212,129,76,cnn_train,0
MH-001_21.147105_78.937255,MH-001,21.147105,78.937255,129,91,cnn_train,1
MH-001_21.147105_78.937524,MH-001,21.147105,78.937524,129,92,cnn_train,0
MH-001_21.147105_78.937794,MH-001,21.147105,78.937794,129,93,cnn_train,0
MH-001_21.147105_78.938063,MH-001,21.147105,78.938063,129,94,cnn_train,0
MH-001_21.147105_78.938333,MH-001,21.147105,78.938333,129,95,cnn_train,0
MH-001_21.147105_78.938602,MH-001,21.147105,78.938602,129,96,cnn_train,0
MH-001_21.146836_78.918929,MH-001,21.146836,78.918929,130,23,cnn_train,0
MH-001_21.146836_78.919199,MH-001,21.146836,78.919199,130,24,cnn_train,0
MH-001_21.146836_78.919468,MH-001,21.146836,78.919468,130,25,cnn_train,0
MH-001_21.146836_78.919738,MH-001,21.146836,78.919738,130,26,cnn_train,0
MH-001_21.146836_78.920007,MH-001,21.146836,78.920007,130,27,cnn_train,0
MH-001_21.146836_78.920277,MH-001,21.146836,78.920277,130,28,cnn_train,0
MH-001_21.146836_78.920546,MH-001,21.146836,78.920546,130,29,cnn_train,0
MH-001_21.146836_78.920816,MH-001,21.146836,78.920816,130,30,cnn_train,0
MH-001_21.146836_78.921085,MH-001,21.146836,78.921085,130,31,cnn_train,0
MH-001_21.146836_78.921624,MH-001,21.146836,78.921624,130,33,cnn_train,0
MH-001_21.146836_78.921894,MH-001,21.146836,78.921894,130,34,cnn_train,0
MH-001_21.146836_78.924049,MH-001,21.146836,78.924049,130,42,cnn_train,0
MH-001_21.146836_78.924319,MH-001,21.146836,78.924319,130,43,cnn_train,1
MH-001_21.146836_78.924588,MH-001,21.146836,78.924588,130,44,cnn_train,1
MH-001_21.146836_78.924858,MH-001,21.146836,78.924858,130,45,cnn_train,1
MH-001_21.146836_78.925127,MH-001,21.146836,78.925127,130,46,cnn_train,0
MH-001_21.146836_78.930248,MH-001,21.146836,78.930248,130,65,cnn_train,0
MH-001_21.146836_78.930517,MH-001,21.146836,78.930517,130,66,cnn_train,0
MH-001_21.146836_78.930787,MH-001,21.146836,78.930787,130,67,cnn_train,0
MH-001_21.146836_78.931056,MH-001,21.146836,78.931056,130,68,cnn_train,0
MH-001_21.146836_78.931326,MH-001,21.146836,78.931326,130,69,cnn_train,0
MH-001_21.146836_78.931595,MH-001,21.146836,78.931595,130,70,cnn_train,0
MH-001_21.146836_78.931865,MH-001,21.146836,78.931865,130,71,cnn_train,0
MH-001_21.146836_78.937524,MH-001,21.146836,78.937524,130,92,cnn_train,0
MH-001_21.146836_78.937794,MH-001,21.146836,78.937794,130,93,cnn_train,0
MH-001_21.146836_78.938063,MH-001,21.146836,78.938063,130,94,cnn_train,0
MH-001_21.146566_78.918929,MH-001,21.146566,78.918929,131,23,cnn_train,0
MH-001_21.146566_78.919199,MH-001,21.146566,78.919199,131,24,cnn_train,0
MH-001_21.146566_78.919468,MH-001,21.146566,78.919468,131,25,cnn_train,0
MH-001_21.146566_78.919738,MH-001,21.146566,78.919738,131,26,cnn_train,0
MH-001_21.146566_78.920007,MH-001,21.146566,78.920007,131,27,cnn_train,0
MH-001_21.146566_78.920277,MH-001,21.146566,78.920277,131,28,cnn_train,0
MH-001_21.146566_78.920546,MH-001,21.146566,78.920546,131,29,cnn_train,0
MH-001_21.146566_78.920816,MH-001,21.146566,78.920816,131,30,cnn_train,0
MH-001_21.146566_78.921085,MH-001,21.146566,78.921085,131,31,cnn_train,0
MH-001_21.146566_78.921355,MH-001,21.146566,78.921355,131,32,cnn_train,0
MH-001_21.146566_78.921624,MH-001,21.146566,78.921624,131,33,cnn_train,0
MH-001_21.146566_78.922702,MH-001,21.146566,78.922702,131,37,cnn_train,0
MH-001_21.146566_78.924049,MH-001,21.146566,78.924049,131,42,cnn_train,1
MH-001_21.146566_78.924319,MH-001,21.146566,78.924319,131,43,cnn_train,1
MH-001_21.146566_78.924588,MH-001,21.146566,78.924588,131,44,cnn_train,1
MH-001_21.146566_78.924858,MH-001,21.146566,78.924858,131,45,cnn_train,1
MH-001_21.146566_78.925127,MH-001,21.146566,78.925127,131,46,cnn_train,0
MH-001_21.146566_78.925397,MH-001,21.146566,78.925397,131,47,cnn_train,0
MH-001_21.146566_78.925666,MH-001,21.146566,78.925666,131,48,cnn_train,0
MH-001_21.146566_78.930517,MH-001,21.146566,78.930517,131,66,cnn_train,0
MH-001_21.146566_78.930787,MH-001,21.146566,78.930787,131,67,cnn_train,0
MH-001_21.146566_78.931056,MH-001,21.146566,78.931056,131,68,cnn_train,0
MH-001_21.146566_78.931326,MH-001,21.146566,78.931326,131,69,cnn_train,0
MH-001_21.146566_78.932943,MH-001,21.146566,78.932943,131,75,cnn_train,0
MH-001_21.146566_78.933482,MH-001,21.146566,78.933482,131,77,cnn_train,0
MH-001_21.146297_78.919199,MH-001,21.146297,78.919199,132,24,cnn_train,0
MH-001_21.146297_78.919468,MH-001,21.146297,78.919468,132,25,cnn_train,0
MH-001_21.146297_78.919738,MH-001,21.146297,78.919738,132,26,cnn_train,0
MH-001_21.146297_78.920007,MH-001,21.146297,78.920007,132,27,cnn_train,0
MH-001_21.146297_78.920277,MH-001,21.146297,78.920277,132,28,cnn_train,0
MH-001_21.146297_78.920546,MH-001,21.146297,78.920546,132,29,cnn_train,0
MH-001_21.146297_78.920816,MH-001,21.146297,78.920816,132,30,cnn_train,0
MH-001_21.146297_78.921355,MH-001,21.146297,78.921355,132,32,cnn_train,0
MH-001_21.146297_78.921624,MH-001,21.146297,78.921624,132,33,cnn_train,0
MH-001_21.146297_78.922433,MH-001,21.146297,78.922433,132,36,cnn_train,0
MH-001_21.146297_78.922702,MH-001,21.146297,78.922702,132,37,cnn_train,0
MH-001_21.146297_78.922972,MH-001,21.146297,78.922972,132,38,cnn_train,0
MH-001_21.146297_78.924049,MH-001,21.146297,78.924049,132,42,cnn_train,1
MH-001_21.146297_78.924319,MH-001,21.146297,78.924319,132,43,cnn_train,1
MH-001_21.146297_78.924588,MH-001,21.146297,78.924588,132,44,cnn_train,1
MH-001_21.146297_78.925127,MH-001,21.146297,78.925127,132,46,cnn_train,0
MH-001_21.146297_78.925397,MH-001,21.146297,78.925397,132,47,cnn_train,0
MH-001_21.146297_78.925666,MH-001,21.146297,78.925666,132,48,cnn_train,0
MH-001_21.146297_78.925936,MH-001,21.146297,78.925936,132,49,cnn_train,1
MH-001_21.146297_78.932404,MH-001,21.146297,78.932404,132,73,cnn_train,0
MH-001_21.146297_78.938602,MH-001,21.146297,78.938602,132,96,cnn_train,0
MH-001_21.146027_78.919199,MH-001,21.146027,78.919199,133,24,cnn_train,0
MH-001_21.146027_78.919468,MH-001,21.146027,78.919468,133,25,cnn_train,0
MH-001_21.146027_78.919738,MH-001,21.146027,78.919738,133,26,cnn_train,0
MH-001_21.146027_78.920007,MH-001,21.146027,78.920007,133,27,cnn_train,0
MH-001_21.146027_78.920277,MH-001,21.146027,78.920277,133,28,cnn_train,0
MH-001_21.146027_78.920546,MH-001,21.146027,78.920546,133,29,cnn_train,0
MH-001_21.146027_78.921894,MH-001,21.146027,78.921894,133,34,cnn_train,0
MH-001_21.146027_78.922702,MH-001,21.146027,78.922702,133,37,cnn_train,0
MH-001_21.146027_78.924049,MH-001,21.146027,78.924049,133,42,cnn_train,0
MH-001_21.146027_78.924319,MH-001,21.146027,78.924319,133,43,cnn_train,0
MH-001_21.146027_78.924588,MH-001,21.146027,78.924588,133,44,cnn_train,1
