project_id,center_latitude,center_longitude,years_available,years_missing,n_years_available,target,exclusion_reason
MH-003,18.914343,73.499123,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.17675,78.918929,"[2021, 2022, 2024, 2025]",[2023],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177019,78.916234,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179445,78.92378,"[2021, 2022, 2023, 2024]",[2025],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178367,78.918121,"[2021, 2022, 2023, 2024]",[2025],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179714,78.917582,"[2022, 2023, 2024, 2025]",[2021],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178636,78.91839,"[2021, 2022, 2024]","[2023, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175402,78.925936,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174863,78.919468,[2022],"[2021, 2023, 2024, 2025]",1,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178367,78.914617,"[2021, 2022, 2024, 2025]",[2023],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174863,78.923241,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175133,78.922163,"[2021, 2022, 2024]","[2023, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-003,18.9103,73.502627,"[2021, 2022, 2023]","[2024, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175672,78.925127,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179175,78.919468,"[2021, 2025]","[2022, 2023, 2024]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.604788,80.378512,[2022],"[2021, 2023, 2024, 2025]",1,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175941,78.926475,"[2021, 2022, 2023, 2024]",[2025],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.176211,78.917582,"[2022, 2024, 2025]","[2021, 2023]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179714,78.915965,"[2021, 2022, 2023, 2024]",[2025],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178906,78.915695,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179984,78.91866,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175402,78.924319,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.17648,78.922972,"[2022, 2023, 2024, 2025]",[2021],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.598589,80.376895,"[2021, 2022, 2023, 2024]",[2025],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.60344,80.378781,"[2022, 2023, 2025]","[2021, 2024]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174594,78.915965,"[2022, 2023, 2024]","[2021, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.176211,78.926205,"[2022, 2023, 2024]","[2021, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175133,78.920546,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179984,78.92351,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177558,78.926475,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.6091,80.376625,"[2021, 2022, 2023]","[2024, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177828,78.917043,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174324,78.919199,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174594,78.924588,[2025],"[2021, 2022, 2023, 2024]",1,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177289,78.925666,"[2022, 2023, 2024, 2025]",[2021],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177828,78.925666,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174324,78.924049,[2025],"[2021, 2022, 2023, 2024]",1,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.17648,78.921355,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175672,78.921624,"[2021, 2022, 2023, 2024]",[2025],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174863,78.916234,"[2021, 2022, 2023, 2024]",[2025],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175133,78.918929,"[2021, 2022, 2023]","[2024, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.17675,78.921085,"[2023, 2024, 2025]","[2021, 2022]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177019,78.91839,"[2021, 2022, 2024, 2025]",[2023],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178636,78.920546,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-003,18.914882,73.497507,"[2021, 2024, 2025]","[2022, 2023]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179984,78.922433,"[2022, 2023]","[2021, 2024, 2025]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178097,78.926205,"[2022, 2023, 2024, 2025]",[2021],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174863,78.925397,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-003,18.911648,73.502357,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177019,78.916773,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178097,78.915965,"[2021, 2023, 2024]","[2022, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179445,78.924319,"[2021, 2022, 2023, 2024]",[2025],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178367,78.91866,"[2021, 2022, 2024]","[2023, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175941,78.917851,"[2022, 2023, 2024, 2025]",[2021],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178636,78.918929,"[2021, 2024, 2025]","[2022, 2023]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178906,78.917851,"[2021, 2024, 2025]","[2022, 2023]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175402,78.926475,"[2021, 2023, 2025]","[2022, 2024]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178097,78.924588,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175133,78.922702,"[2021, 2023, 2024]","[2022, 2025]",3,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174055,78.92378,"[2021, 2022, 2024, 2025]",[2023],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179175,78.920007,"[2021, 2022]","[2023, 2024, 2025]",2,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.602901,80.376356,"[2021, 2022, 2023, 2024]",[2025],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179714,78.916504,"[2022, 2023, 2024]","[2021, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178906,78.916234,"[2022, 2024, 2025]","[2021, 2023]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175402,78.924858,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.598859,80.376356,"[2021, 2022, 2023]","[2024, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.602362,80.380398,"[2021, 2022, 2023]","[2024, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174863,78.91839,"[2022, 2025]","[2021, 2023, 2024]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177289,78.925936,"[2022, 2023, 2024, 2025]",[2021],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175133,78.921085,"[2021, 2022, 2023, 2025]",[2024],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.173785,78.919468,"[2021, 2022]","[2023, 2024, 2025]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179714,78.925127,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179984,78.924049,"[2021, 2022, 2023, 2024]",[2025],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177828,78.925936,"[2021, 2022, 2023, 2025]",[2024],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.60344,80.377434,"[2022, 2023, 2024, 2025]",[2021],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.17675,78.923241,"[2021, 2022, 2023, 2025]",[2024],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177019,78.920546,"[2021, 2024, 2025]","[2022, 2023]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174594,78.925127,"[2021, 2024]","[2022, 2023, 2025]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179445,78.917312,"[2022, 2023, 2024]","[2021, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175941,78.921624,"[2021, 2022, 2023, 2024]",[2025],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.601015,80.37932,"[2021, 2022, 2024]","[2023, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175672,78.922163,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.176211,78.925127,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175133,78.915695,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177828,78.924319,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.60371,80.378512,"[2021, 2024]","[2022, 2023, 2025]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179175,78.92378,"[2021, 2022, 2023, 2024]",[2025],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177019,78.918929,"[2021, 2022, 2024, 2025]",[2023],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178367,78.920816,"[2023, 2024, 2025]","[2021, 2022]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175941,78.920007,"[2021, 2022, 2025]","[2023, 2024]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.603979,80.378781,"[2022, 2024, 2025]","[2021, 2023]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.604249,80.377703,"[2022, 2024]","[2021, 2023, 2025]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178636,78.921085,"[2021, 2022, 2023, 2025]",[2024],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-003,18.914882,73.498046,"[2021, 2025]","[2022, 2023, 2024]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179984,78.922972,"[2021, 2022, 2023]","[2024, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175402,78.917851,"[2022, 2023, 2024, 2025]",[2021],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.601284,80.379859,"[2022, 2023, 2025]","[2021, 2024]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177558,78.920007,"[2021, 2022, 2023, 2024]",[2025],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.17648,78.925127,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.603171,80.379051,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178097,78.916504,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179445,78.924858,"[2021, 2022, 2023]","[2024, 2025]",3,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178367,78.919199,"[2021, 2024]","[2022, 2023, 2025]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178367,78.915426,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179714,78.91866,"[2021, 2022, 2023, 2025]",[2024],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178906,78.91839,"[2023, 2024]","[2021, 2022, 2025]",2,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-003,18.914073,73.499393,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175672,78.925936,"[2021, 2024, 2025]","[2022, 2023]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178097,78.925127,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177289,78.917312,"[2021, 2022, 2023, 2024]",[2025],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.60883,80.376625,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177828,78.917312,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178906,78.920277,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.599128,80.376625,"[2021, 2022, 2025]","[2023, 2024]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179445,78.919468,"[2022, 2023, 2024, 2025]",[2021],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.176211,78.91866,"[2021, 2022, 2024, 2025]",[2023],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179714,78.917043,"[2021, 2022, 2023, 2024]",[2025],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178906,78.916773,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179984,78.915965,"[2021, 2022, 2023, 2024]",[2025],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.598859,80.376895,"[2021, 2022, 2023, 2024]",[2025],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174863,78.918929,"[2021, 2024, 2025]","[2022, 2023]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174594,78.917043,"[2021, 2022, 2024, 2025]",[2023],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177289,78.926475,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177289,78.915695,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177558,78.92378,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.173785,78.920007,"[2022, 2023, 2024]","[2021, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.60344,80.377973,"[2021, 2022, 2024, 2025]",[2023],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177019,78.921085,"[2022, 2023, 2024, 2025]",[2021],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175941,78.922163,[2021],"[2022, 2023, 2024, 2025]",1,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179445,78.917851,"[2021, 2023, 2024]","[2022, 2025]",3,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.176211,78.917043,"[2021, 2022, 2023, 2024]",[2025],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175672,78.922702,"[2022, 2023, 2025]","[2021, 2024]",3,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174594,78.92378,"[2021, 2023, 2024]","[2022, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.602632,80.378242,"[2021, 2024, 2025]","[2022, 2023]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.176211,78.925666,"[2021, 2024, 2025]","[2022, 2023]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.173785,78.91839,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178097,78.91866,"[2021, 2022, 2024]","[2023, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.602632,80.380129,"[2022, 2024]","[2021, 2023, 2025]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.608561,80.376356,"[2022, 2023, 2024, 2025]",[2021],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175941,78.920546,"[2021, 2022, 2024, 2025]",[2023],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.17675,78.920277,"[2021, 2023, 2024]","[2022, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177019,78.917582,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.173785,78.916773,"[2021, 2023, 2024]","[2022, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178636,78.919738,"[2021, 2023, 2024]","[2022, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.17648,78.925666,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177828,78.919468,"[2023, 2024, 2025]","[2021, 2022]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177828,78.923241,"[2022, 2023, 2025]","[2021, 2024]",3,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177019,78.926205,"[2021, 2022, 2024, 2025]",[2023],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.17675,78.916773,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178097,78.917043,"[2021, 2022, 2024, 2025]",[2023],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178367,78.915965,"[2021, 2023, 2024]","[2022, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175941,78.915156,"[2021, 2025]","[2022, 2023, 2024]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175941,78.918929,"[2021, 2022, 2024]","[2023, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179714,78.919199,"[2022, 2023, 2024, 2025]",[2021],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178906,78.918929,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-003,18.914073,73.499932,"[2022, 2023, 2024, 2025]",[2021],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178097,78.925666,"[2022, 2023, 2025]","[2021, 2024]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175672,78.915695,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.178367,78.924588,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-003,18.912726,73.497237,"[2021, 2023, 2024, 2025]",[2022],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.17675,78.92351,"[2021, 2022, 2023, 2025]",[2024],4,1,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-003,18.915151,73.503166,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174863,78.922972,"[2021, 2022, 2023, 2024]",[2025],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175133,78.921894,"[2021, 2022, 2024]","[2023, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.176211,78.919199,"[2021, 2022, 2024]","[2023, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.17648,78.922163,"[2023, 2024]","[2021, 2022, 2025]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.179984,78.916504,"[2022, 2023, 2024, 2025]",[2021],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177289,78.916234,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.174055,78.923241,"[2021, 2024, 2025]","[2022, 2023]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.177828,78.916234,"[2022, 2023, 2024]","[2021, 2025]",3,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.175941,78.922702,"[2021, 2024]","[2022, 2023, 2025]",2,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-002,19.599667,80.380398,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
MH-001,21.17675,78.922433,"[2021, 2022, 2023, 2025]",[2024],4,0,Incomplete 5-year temporal sequence (missing >= 1 non-monsoon year in frozen rasters)
