sample_id,project_id,year,center_latitude,center_longitude,target,feature83_membership,feature86_membership,cnn_spatial_split,spatial_block
MH-003_2021_R039_C036,MH-003,2021,18.939136,73.452231,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R039_C037,MH-003,2021,18.939136,73.452501,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R039_C038,MH-003,2021,18.939136,73.45277,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R039_C039,MH-003,2021,18.939136,73.45304,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R039_C040,MH-003,2021,18.939136,73.453309,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R039_C041,MH-003,2021,18.939136,73.453579,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R039_C042,MH-003,2021,18.939136,73.453848,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R039_C043,MH-003,2021,18.939136,73.454118,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R039_C044,MH-003,2021,18.939136,73.454387,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R039_C045,MH-003,2021,18.939136,73.454657,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R039_C046,MH-003,2021,18.939136,73.454926,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R039_C048,MH-003,2021,18.939136,73.455465,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R039_C049,MH-003,2021,18.939136,73.455735,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R039_C051,MH-003,2021,18.939136,73.456274,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R039_C052,MH-003,2021,18.939136,73.456543,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R039_C053,MH-003,2021,18.939136,73.456813,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R039_C054,MH-003,2021,18.939136,73.457082,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R039_C055,MH-003,2021,18.939136,73.457352,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R039_C056,MH-003,2021,18.939136,73.457621,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R039_C057,MH-003,2021,18.939136,73.457891,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R039_C058,MH-003,2021,18.939136,73.45816,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R039_C059,MH-003,2021,18.939136,73.45843,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R039_C060,MH-003,2021,18.939136,73.458699,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R039_C061,MH-003,2021,18.939136,73.458969,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R039_C062,MH-003,2021,18.939136,73.459238,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R039_C063,MH-003,2021,18.939136,73.459508,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R039_C064,MH-003,2021,18.939136,73.459777,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R039_C065,MH-003,2021,18.939136,73.460047,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R039_C066,MH-003,2021,18.939136,73.460316,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R039_C067,MH-003,2021,18.939136,73.460586,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R039_C068,MH-003,2021,18.939136,73.460855,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R039_C069,MH-003,2021,18.939136,73.461125,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R039_C070,MH-003,2021,18.939136,73.461394,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R039_C072,MH-003,2021,18.939136,73.461933,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R039_C073,MH-003,2021,18.939136,73.462203,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R039_C074,MH-003,2021,18.939136,73.462472,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R039_C076,MH-003,2021,18.939136,73.463011,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R039_C077,MH-003,2021,18.939136,73.463281,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R039_C078,MH-003,2021,18.939136,73.46355,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R039_C080,MH-003,2021,18.939136,73.464089,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R039_C082,MH-003,2021,18.939136,73.464628,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R039_C090,MH-003,2021,18.939136,73.466784,0,False,True,cnn_train,MH-003_C6
MH-003_2021_R040_C010,MH-003,2021,18.938867,73.445225,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R040_C011,MH-003,2021,18.938867,73.445494,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R040_C012,MH-003,2021,18.938867,73.445764,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R040_C013,MH-003,2021,18.938867,73.446033,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R040_C020,MH-003,2021,18.938867,73.44792,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R040_C023,MH-003,2021,18.938867,73.448728,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R040_C024,MH-003,2021,18.938867,73.448997,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R040_C025,MH-003,2021,18.938867,73.449267,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R040_C026,MH-003,2021,18.938867,73.449536,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R040_C027,MH-003,2021,18.938867,73.449806,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R040_C028,MH-003,2021,18.938867,73.450075,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R040_C029,MH-003,2021,18.938867,73.450345,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R040_C030,MH-003,2021,18.938867,73.450614,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R040_C031,MH-003,2021,18.938867,73.450884,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R040_C032,MH-003,2021,18.938867,73.451153,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R040_C033,MH-003,2021,18.938867,73.451423,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R040_C034,MH-003,2021,18.938867,73.451692,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R040_C035,MH-003,2021,18.938867,73.451962,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R040_C036,MH-003,2021,18.938867,73.452231,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R040_C037,MH-003,2021,18.938867,73.452501,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R040_C038,MH-003,2021,18.938867,73.45277,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R040_C039,MH-003,2021,18.938867,73.45304,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R040_C040,MH-003,2021,18.938867,73.453309,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R040_C041,MH-003,2021,18.938867,73.453579,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R040_C042,MH-003,2021,18.938867,73.453848,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R040_C043,MH-003,2021,18.938867,73.454118,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R040_C044,MH-003,2021,18.938867,73.454387,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R040_C045,MH-003,2021,18.938867,73.454657,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R040_C046,MH-003,2021,18.938867,73.454926,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R040_C047,MH-003,2021,18.938867,73.455196,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R040_C048,MH-003,2021,18.938867,73.455465,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R040_C049,MH-003,2021,18.938867,73.455735,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R040_C050,MH-003,2021,18.938867,73.456004,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R040_C052,MH-003,2021,18.938867,73.456543,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R040_C053,MH-003,2021,18.938867,73.456813,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R040_C054,MH-003,2021,18.938867,73.457082,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R040_C055,MH-003,2021,18.938867,73.457352,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R040_C056,MH-003,2021,18.938867,73.457621,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R040_C057,MH-003,2021,18.938867,73.457891,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R040_C058,MH-003,2021,18.938867,73.45816,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R040_C059,MH-003,2021,18.938867,73.45843,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R040_C060,MH-003,2021,18.938867,73.458699,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R040_C061,MH-003,2021,18.938867,73.458969,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R040_C062,MH-003,2021,18.938867,73.459238,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R040_C063,MH-003,2021,18.938867,73.459508,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R040_C064,MH-003,2021,18.938867,73.459777,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R040_C065,MH-003,2021,18.938867,73.460047,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R040_C066,MH-003,2021,18.938867,73.460316,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R040_C067,MH-003,2021,18.938867,73.460586,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R040_C068,MH-003,2021,18.938867,73.460855,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R040_C069,MH-003,2021,18.938867,73.461125,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R040_C070,MH-003,2021,18.938867,73.461394,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R040_C071,MH-003,2021,18.938867,73.461664,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R040_C075,MH-003,2021,18.938867,73.462742,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R040_C076,MH-003,2021,18.938867,73.463011,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R040_C077,MH-003,2021,18.938867,73.463281,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R040_C079,MH-003,2021,18.938867,73.46382,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R040_C080,MH-003,2021,18.938867,73.464089,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R040_C082,MH-003,2021,18.938867,73.464628,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R040_C083,MH-003,2021,18.938867,73.464898,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R040_C084,MH-003,2021,18.938867,73.465167,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R040_C085,MH-003,2021,18.938867,73.465437,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R040_C086,MH-003,2021,18.938867,73.465706,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R040_C087,MH-003,2021,18.938867,73.465976,0,False,True,cnn_train,MH-003_C6
MH-003_2021_R040_C088,MH-003,2021,18.938867,73.466245,0,False,True,cnn_train,MH-003_C6
MH-003_2021_R040_C090,MH-003,2021,18.938867,73.466784,0,False,True,cnn_train,MH-003_C6
MH-003_2021_R041_C011,MH-003,2021,18.938597,73.445494,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R041_C012,MH-003,2021,18.938597,73.445764,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R041_C013,MH-003,2021,18.938597,73.446033,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R041_C014,MH-003,2021,18.938597,73.446303,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R041_C022,MH-003,2021,18.938597,73.448459,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R041_C023,MH-003,2021,18.938597,73.448728,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R041_C024,MH-003,2021,18.938597,73.448997,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R041_C025,MH-003,2021,18.938597,73.449267,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R041_C026,MH-003,2021,18.938597,73.449536,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R041_C027,MH-003,2021,18.938597,73.449806,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R041_C028,MH-003,2021,18.938597,73.450075,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R041_C029,MH-003,2021,18.938597,73.450345,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R041_C033,MH-003,2021,18.938597,73.451423,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R041_C035,MH-003,2021,18.938597,73.451962,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R041_C036,MH-003,2021,18.938597,73.452231,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R041_C037,MH-003,2021,18.938597,73.452501,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R041_C038,MH-003,2021,18.938597,73.45277,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R041_C039,MH-003,2021,18.938597,73.45304,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R041_C040,MH-003,2021,18.938597,73.453309,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R041_C041,MH-003,2021,18.938597,73.453579,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R041_C042,MH-003,2021,18.938597,73.453848,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R041_C043,MH-003,2021,18.938597,73.454118,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R041_C044,MH-003,2021,18.938597,73.454387,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R041_C045,MH-003,2021,18.938597,73.454657,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R041_C046,MH-003,2021,18.938597,73.454926,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R041_C047,MH-003,2021,18.938597,73.455196,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R041_C049,MH-003,2021,18.938597,73.455735,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R041_C050,MH-003,2021,18.938597,73.456004,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R041_C052,MH-003,2021,18.938597,73.456543,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R041_C053,MH-003,2021,18.938597,73.456813,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R041_C054,MH-003,2021,18.938597,73.457082,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R041_C055,MH-003,2021,18.938597,73.457352,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R041_C056,MH-003,2021,18.938597,73.457621,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R041_C057,MH-003,2021,18.938597,73.457891,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R041_C058,MH-003,2021,18.938597,73.45816,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R041_C059,MH-003,2021,18.938597,73.45843,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R041_C060,MH-003,2021,18.938597,73.458699,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R041_C061,MH-003,2021,18.938597,73.458969,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R041_C062,MH-003,2021,18.938597,73.459238,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R041_C063,MH-003,2021,18.938597,73.459508,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R041_C064,MH-003,2021,18.938597,73.459777,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R041_C065,MH-003,2021,18.938597,73.460047,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R041_C066,MH-003,2021,18.938597,73.460316,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R041_C067,MH-003,2021,18.938597,73.460586,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R041_C068,MH-003,2021,18.938597,73.460855,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R041_C069,MH-003,2021,18.938597,73.461125,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R041_C070,MH-003,2021,18.938597,73.461394,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R041_C071,MH-003,2021,18.938597,73.461664,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R041_C072,MH-003,2021,18.938597,73.461933,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R041_C073,MH-003,2021,18.938597,73.462203,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R041_C074,MH-003,2021,18.938597,73.462472,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R041_C075,MH-003,2021,18.938597,73.462742,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R041_C076,MH-003,2021,18.938597,73.463011,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R041_C077,MH-003,2021,18.938597,73.463281,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R041_C078,MH-003,2021,18.938597,73.46355,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R041_C079,MH-003,2021,18.938597,73.46382,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R041_C080,MH-003,2021,18.938597,73.464089,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R041_C081,MH-003,2021,18.938597,73.464359,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R041_C082,MH-003,2021,18.938597,73.464628,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R041_C083,MH-003,2021,18.938597,73.464898,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R041_C084,MH-003,2021,18.938597,73.465167,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R041_C085,MH-003,2021,18.938597,73.465437,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R041_C086,MH-003,2021,18.938597,73.465706,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R041_C087,MH-003,2021,18.938597,73.465976,0,False,True,cnn_train,MH-003_C6
MH-003_2021_R041_C088,MH-003,2021,18.938597,73.466245,0,False,True,cnn_train,MH-003_C6
MH-003_2021_R041_C089,MH-003,2021,18.938597,73.466515,0,False,True,cnn_train,MH-003_C6
MH-003_2021_R041_C090,MH-003,2021,18.938597,73.466784,0,False,True,cnn_train,MH-003_C6
MH-003_2021_R041_C091,MH-003,2021,18.938597,73.467054,0,False,True,cnn_train,MH-003_C6
MH-003_2021_R041_C092,MH-003,2021,18.938597,73.467323,0,False,True,cnn_train,MH-003_C6
MH-003_2021_R041_C093,MH-003,2021,18.938597,73.467593,0,False,True,cnn_train,MH-003_C6
MH-003_2021_R042_C012,MH-003,2021,18.938328,73.445764,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R042_C013,MH-003,2021,18.938328,73.446033,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R042_C014,MH-003,2021,18.938328,73.446303,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R042_C015,MH-003,2021,18.938328,73.446572,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R042_C025,MH-003,2021,18.938328,73.449267,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R042_C026,MH-003,2021,18.938328,73.449536,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R042_C027,MH-003,2021,18.938328,73.449806,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R042_C028,MH-003,2021,18.938328,73.450075,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R042_C029,MH-003,2021,18.938328,73.450345,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R042_C030,MH-003,2021,18.938328,73.450614,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R042_C031,MH-003,2021,18.938328,73.450884,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R042_C032,MH-003,2021,18.938328,73.451153,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R042_C033,MH-003,2021,18.938328,73.451423,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R042_C035,MH-003,2021,18.938328,73.451962,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R042_C046,MH-003,2021,18.938328,73.454926,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R042_C047,MH-003,2021,18.938328,73.455196,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R042_C048,MH-003,2021,18.938328,73.455465,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R042_C051,MH-003,2021,18.938328,73.456274,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R042_C052,MH-003,2021,18.938328,73.456543,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R042_C053,MH-003,2021,18.938328,73.456813,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R042_C054,MH-003,2021,18.938328,73.457082,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R042_C055,MH-003,2021,18.938328,73.457352,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R042_C056,MH-003,2021,18.938328,73.457621,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R042_C057,MH-003,2021,18.938328,73.457891,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R042_C058,MH-003,2021,18.938328,73.45816,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R042_C059,MH-003,2021,18.938328,73.45843,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R042_C060,MH-003,2021,18.938328,73.458699,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R042_C061,MH-003,2021,18.938328,73.458969,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R042_C062,MH-003,2021,18.938328,73.459238,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R042_C063,MH-003,2021,18.938328,73.459508,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R042_C064,MH-003,2021,18.938328,73.459777,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R042_C065,MH-003,2021,18.938328,73.460047,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R042_C066,MH-003,2021,18.938328,73.460316,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R042_C067,MH-003,2021,18.938328,73.460586,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R042_C068,MH-003,2021,18.938328,73.460855,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R042_C069,MH-003,2021,18.938328,73.461125,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R042_C070,MH-003,2021,18.938328,73.461394,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R042_C071,MH-003,2021,18.938328,73.461664,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R042_C072,MH-003,2021,18.938328,73.461933,0,False,True,cnn_train,MH-003_C4
MH-003_2021_R042_C073,MH-003,2021,18.938328,73.462203,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R042_C074,MH-003,2021,18.938328,73.462472,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R042_C075,MH-003,2021,18.938328,73.462742,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R042_C076,MH-003,2021,18.938328,73.463011,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R042_C077,MH-003,2021,18.938328,73.463281,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R042_C078,MH-003,2021,18.938328,73.46355,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R042_C080,MH-003,2021,18.938328,73.464089,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R042_C081,MH-003,2021,18.938328,73.464359,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R042_C082,MH-003,2021,18.938328,73.464628,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R042_C083,MH-003,2021,18.938328,73.464898,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R042_C084,MH-003,2021,18.938328,73.465167,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R042_C085,MH-003,2021,18.938328,73.465437,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R042_C086,MH-003,2021,18.938328,73.465706,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R042_C087,MH-003,2021,18.938328,73.465976,0,False,True,cnn_train,MH-003_C6
MH-003_2021_R042_C088,MH-003,2021,18.938328,73.466245,0,False,True,cnn_train,MH-003_C6
MH-003_2021_R042_C111,MH-003,2021,18.938328,73.472444,0,False,True,cnn_train,MH-003_C7
MH-003_2021_R042_C112,MH-003,2021,18.938328,73.472713,0,False,True,cnn_train,MH-003_C7
MH-003_2021_R042_C113,MH-003,2021,18.938328,73.472983,0,False,True,cnn_train,MH-003_C7
MH-003_2021_R042_C114,MH-003,2021,18.938328,73.473252,0,False,True,cnn_train,MH-003_C7
MH-003_2021_R042_C115,MH-003,2021,18.938328,73.473521,0,False,True,cnn_train,MH-003_C7
MH-003_2021_R042_C160,MH-003,2021,18.938328,73.485649,0,False,True,cnn_val,MH-003_C11
MH-003_2021_R043_C013,MH-003,2021,18.938058,73.446033,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R043_C014,MH-003,2021,18.938058,73.446303,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R043_C015,MH-003,2021,18.938058,73.446572,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R043_C016,MH-003,2021,18.938058,73.446842,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R043_C024,MH-003,2021,18.938058,73.448997,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R043_C027,MH-003,2021,18.938058,73.449806,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R043_C028,MH-003,2021,18.938058,73.450075,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R043_C029,MH-003,2021,18.938058,73.450345,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R043_C030,MH-003,2021,18.938058,73.450614,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R043_C031,MH-003,2021,18.938058,73.450884,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R043_C032,MH-003,2021,18.938058,73.451153,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R043_C033,MH-003,2021,18.938058,73.451423,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R043_C034,MH-003,2021,18.938058,73.451692,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R043_C056,MH-003,2021,18.938058,73.457621,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R043_C160,MH-003,2021,18.938058,73.485649,0,False,True,cnn_val,MH-003_C11
MH-003_2021_R043_C161,MH-003,2021,18.938058,73.485918,0,False,True,cnn_val,MH-003_C11
MH-003_2021_R044_C014,MH-003,2021,18.937789,73.446303,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R044_C015,MH-003,2021,18.937789,73.446572,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R044_C016,MH-003,2021,18.937789,73.446842,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R044_C017,MH-003,2021,18.937789,73.447111,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R044_C021,MH-003,2021,18.937789,73.448189,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R044_C028,MH-003,2021,18.937789,73.450075,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R044_C029,MH-003,2021,18.937789,73.450345,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R044_C030,MH-003,2021,18.937789,73.450614,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R044_C031,MH-003,2021,18.937789,73.450884,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R044_C032,MH-003,2021,18.937789,73.451153,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R044_C033,MH-003,2021,18.937789,73.451423,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R044_C034,MH-003,2021,18.937789,73.451692,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R044_C057,MH-003,2021,18.937789,73.457891,0,False,True,cnn_train,MH-003_C3
MH-003_2021_R045_C015,MH-003,2021,18.937519,73.446572,0,False,True,cnn_train,MH-003_C1
